,admin1Pcod_1,admin1Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,new cases
126162,NG034,Sokoto,2020-06-12,264,154,117,47655557.741474144,19247663.237239897,5182625,102.2217389188586,253.0922284662812,327.1859217171717,738.2656695156695,2.2564102564102564,20200612,0.476871893107996,0.4955998750778277,0.02752823181417628,0.505624481563039,5027130.0,-0.3255636908120886,0.2702702702702703,3.0
126163,NG029,Ondo,2020-06-12,511,243,148,34232887.673946775,9368556.248974994,7210598,39.33345247275755,143.7252042411287,235.1793215916504,812.0042792792793,3.452702702702702,20200612,0.37893516274736494,0.5832181604477588,0.03784667680487627,0.5035690220992856,4673409.0,-0.23320407133660132,0.3783783783783784,8.0
126164,NG022,Kebbi,2020-06-12,153,100,70,26889234.354757942,16504097.395859506,4854908,146.5024382238043,238.6885087052146,528.8570806100219,1155.9304761904762,2.185714285714285,20200612,0.4855904279683244,0.48801456343612665,0.026395008595548938,0.5032996532071795,4510474.0,-0.4166000362854463,0.13513513513513514,3.0
126165,NG023,Kogi,2020-06-12,152,86,66,27027337.80287729,9945723.822349835,2867065,93.6361555932844,254.4546835390156,314.3711622807017,724.006313131313,2.303030303030303,20200612,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,-0.30831429069378413,0.2972972972972973,0.0
126166,NG019,Kaduna,2020-06-12,2035,1133,845,298886668.7172921,114487255.61473843,39130817,84.18826333409517,219.7864682659276,320.48171171171174,771.8109861932938,2.408284023668639,20200612,0.46503701110532975,0.5075057258770135,0.027457263017656792,0.506968163107597,8758047.0,-0.1703334579739599,0.5135135135135135,10.0
126167,NG006,Bayelsa,2020-06-12,120,57,35,5193349.636523189,1761051.4780467204,1155583,31.264761614434565,92.1999387243354,160.4976388888889,550.277619047619,3.4285714285714284,20200612,0.37835323397591747,0.5884318304151591,0.03321493560892341,0.5125803164505587,2537774.0,-0.10448904236851947,0.6216216216216216,0.0
126168,NG020,Kano,2020-06-12,2271,1191,905,313885723.0940978,131956610.37214564,43117211,90.60114509451655,215.5133104809472,316.43337002788786,794.0554511970533,2.50939226519337,20200612,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.1241609281772341,0.8378378378378378,1.0
126169,NG026,Nasarawa,2020-06-12,293,187,146,30966362.02463684,11256692.247471515,6117480,47.90811152369953,131.79181705822944,347.9795221843004,698.3424657534247,2.006849315068493,20200612,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,-0.3814972133848704,0.1891891891891892,4.0
126907,NG025,Lagos,2020-06-12,55387,39326,27767,25075735023.004868,21600853759.366867,1641674026,483.3848904743792,561.1459418544317,494.0010068547974,985.386745657315,1.994705945907012,20200612,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,1.1187153694407612,1.0,229.0
126908,NG008,Borno,2020-06-12,891,509,336,154255463.0873431,65692125.21761597,14682408,121.48569692581628,285.2675625229299,274.6428731762065,728.2940476190475,2.6517857142857144,20200612,0.4656333169168363,0.5077319274989265,0.026634755584237252,0.5216485478678367,6594992.0,-0.21159417396202837,0.40540540540540543,42.0
