,admin1Pcod_1,admin1Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,new cases
70434,NG026,Nasarawa,2020-04-01,199,106,85,9934996.59006583,1654612.263860164,4771177,12.095628177474168,72.62730207109473,399.5960636515913,935.5249019607844,2.3411764705882354,20200401,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,-0.3814972133848704,0.1891891891891892,0.0
70435,NG008,Borno,2020-04-01,1376,596,379,31504749.962271675,7777514.165363356,15019612,12.75124867961631,51.65209510605766,181.9235949612403,660.493051890941,3.630606860158312,20200401,0.4656333169168363,0.5077319274989265,0.026634755584237252,0.5216485478678367,6594992.0,-0.21159417396202837,0.40540540540540543,0.0
70436,NG017,Imo,2020-04-01,196,86,62,3529309.2844198514,1655683.012139744,7329097,16.593447213231823,35.37114706184282,623.2225340136054,1970.1873655913976,3.161290322580645,20200401,0.36002907241370796,0.5951188700839131,0.044852057502378986,0.5015110336551765,5547527.0,0.5387774131767987,0.972972972972973,0.0
70437,NG035,Taraba,2020-04-01,133,55,44,4178661.26055651,1427366.9320802365,5915961,20.15737937151914,59.01135748699908,741.3484962406015,2240.894318181818,3.022727272727273,20200401,0.4572416308140842,0.515646300036468,0.027112069149447745,0.5130515216955309,3046503.0,-0.3693491920970492,0.21621621621621623,0.0
70438,NG023,Kogi,2020-04-01,140,80,51,3860297.299677127,1953839.9672915216,2060177,23.8050954885664,47.032892852763474,245.25916666666663,673.2604575163399,2.7450980392156863,20200401,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,-0.30831429069378413,0.2972972972972973,0.0
70439,NG001,Abia,2020-04-01,64,28,20,1528901.9695687196,323751.70120771386,907191,10.058499028415111,47.50078198224617,236.24765625,755.9925000000001,3.2,20200401,0.3534586567540875,0.5993948920037422,0.0471464512421703,0.5005799209430734,3878977.0,0.40455051037529577,0.918918918918919,0.0
70440,NG015,Federal Capital Territory,2020-04-01,7736,4260,2352,190945390.1657611,81446897.74389909,69292859,21.517328212227383,50.44556323959264,149.2865800586005,491.02082624716553,3.2891156462585034,20200401,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.06716322463290017,0.7567567567567568,7.0
70441,NG006,Bayelsa,2020-04-01,80,39,26,4479898.472705444,850757.3583703599,729701,20.332158233664437,107.0646098110459,152.0210416666667,467.7570512820513,3.076923076923077,20200401,0.37835323397591747,0.5884318304151591,0.03321493560892341,0.5125803164505587,2537774.0,-0.10448904236851947,0.6216216216216216,0.0
70442,NG002,Adamawa,2020-04-01,425,228,128,7036310.992023791,3154217.607173978,5877995,15.312030899575667,34.15750742239438,230.50960784313727,765.3639322916666,3.3203125,20200401,0.4474419886826158,0.5186029019248742,0.03395510939250998,0.5068342598449392,4396599.0,-0.25839416341831756,0.35135135135135137,0.0
70443,NG027,Niger,2020-04-01,435,214,152,13840398.34328436,2426341.568097849,5445099,9.91880758515765,56.57911065530411,208.62448275862067,597.0503289473685,2.861842105263158,20200401,0.471202827926769,0.5035993963032889,0.025197775769942192,0.5093248027202903,5745269.0,-0.2021904684270313,0.4594594594594595,0.0
70444,NG032,Plateau,2020-04-01,334,140,99,18430111.49465764,2742958.2122380217,5963317,17.216113278742682,115.676165176792,297.5707085828344,1003.9254208754209,3.3737373737373737,20200401,0.44148344424442243,0.5246600953608579,0.033856460394719665,0.49981152163639675,4350632.0,-0.20435074060739566,0.43243243243243246,0.0
70445,NG010,Delta,2020-04-01,706,358,216,10116555.146399733,4225059.001509309,8740072,12.154305319633885,29.102481169690456,206.32842304060435,674.3882716049383,3.2685185185185186,20200401,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.04986988030496243,0.7297297297297297,0.0
70446,NG020,Kano,2020-04-01,3331,1380,924,83024347.99631943,18063138.17301808,36749335,12.147092751207728,55.83218409004363,183.87538777144,662.866792929293,3.604978354978355,20200401,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.1241609281772341,0.8378378378378378,0.0
70447,NG037,Zamfara,2020-04-01,217,90,56,2782516.020947848,769269.187529236,2299235,8.535744860830118,30.874558881354407,176.5925499231951,684.296130952381,3.875,20200401,0.4822951286895683,0.49170011989092705,0.026004751419504635,0.5030233221454106,4568319.0,-0.4763162522559063,0.10810810810810811,0.0
70448,NG021,Katsina,2020-04-01,496,225,151,10910845.194574872,2683113.8982579773,6624401,11.04112372098755,44.89857540973493,222.5941196236559,731.1700883002208,3.2847682119205297,20200401,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,-0.4045410794272394,0.16216216216216217,0.0
