,admin1Pcod_1,admin1Name_1,admin2Pcod_1,admin2Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,minutes/trip,trip_miles/person,miles/person,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
19182,ZA6,North West,ZA638,Ngaka Modiri Molema,2020-12-28,1287,625,439,120265196.47082248,29564072.57508803,13814864,178.9026677026677,41.84570164777567,170.22626085588195,524.4823082763858,2.931662870159453,20201228,0.3236353449196357,0.6078801705223251,0.06848448455803925,0.4964769205863341,870971.0,-0.18344824707846413,0.23076923076923078,1,1,1,0,1,0,0,0,0
19183,ZA4,Free State,ZA416,Xhariep,2020-12-28,409,254,184,101544151.45714632,25321751.223684143,3934118,160.31450692746537,85.51199319237928,342.9163611720403,356.351268115942,2.222826086956522,20201228,0.29515218562959183,0.6325513667867511,0.07229644758365718,0.5005153225730198,105759.0,0.18671264367816093,0.7692307692307693,1,1,1,0,1,0,0,0,0
19184,ZA1,Western Cape,ZA191,City of Cape Town,2020-12-28,32996,16843,12205,3277590576.1732416,596767100.1014991,275004198,138.90784640562495,30.38212900271077,166.86606833122633,375.5348873412536,2.703482179434658,20201228,0.23849582985172932,0.697186217784503,0.06431795236376775,0.4976008771049945,4436413.0,0.7687640750670242,0.9807692307692307,1,1,1,0,1,0,0,0,0
19185,ZA2,Eastern Cape,ZA210,Cacadu,2020-12-28,4939,2362,1749,1080281462.8122146,145399186.5606686,41026023,138.44240736991293,51.656298401109886,383.7940425954928,390.9474271012007,2.8238993710691824,20201228,0.2618455236218228,0.6571170870354837,0.08103738934269357,0.4975242081945451,491156.0,-0.01848062015503876,0.5,1,1,1,0,1,0,0,0,0
19186,ZA2,Eastern Cape,ZA293,Nelson Mandela Bay,2020-12-28,5418,2769,1980,445434861.2550271,103872999.3159131,47811118,147.07492924818507,32.597822942523585,139.7880761626806,402.4504882154882,2.7363636363636363,20201228,0.2465186661259611,0.6842154879637478,0.0692658459102911,0.4877654529777138,1230491.0,0.5740514018691588,0.9423076923076923,1,1,1,0,1,0,0,0,0
19187,ZA7,Gauteng,ZA797,Ekurhuleni,2020-12-28,20050,11633,8653,1212529909.643149,432326229.5581934,171020799,142.161927680798,31.045309684045524,87.07166943006938,329.4055992141454,2.3171154512885703,20201228,0.23296733680905687,0.7203157619169479,0.04671690127399521,0.5205474946472306,3739653.0,0.7435109289617486,0.9615384615384616,1,1,1,0,1,0,0,0,0
19188,ZA5,KwaZulu-Natal,ZA526,Zululand,2020-12-28,464,243,194,56929575.534585685,15908015.39757082,6485134,232.9430316091954,50.95248708102292,182.3422588839736,557.1420962199313,2.391752577319588,20201228,0.392497537624586,0.5542130860581069,0.053289376317307055,0.4651401640222711,783796.0,-0.2762355212355212,0.09615384615384616,1,1,1,0,1,0,0,0,0
19189,ZA4,Free State,ZA420,Fezile Dabi,2020-12-28,2514,1435,1091,257315945.98649403,69419273.12091017,23128191,153.32929594272076,39.53724702418796,146.55244375738334,353.31791934005497,2.304307974335472,20201228,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.2276555023923445,0.7884615384615384,1,1,1,0,1,0,0,0,0
19190,ZA8,Mpumalanga,ZA832,Ehlanzeni,2020-12-28,4401,2099,1666,668672632.936831,112604084.23155278,48792441,184.7778573051579,41.998159705734174,249.396105128713,488.1196578631453,2.641656662665066,20201228,0.32438893780700045,0.6235217992770762,0.05208926291592337,0.47979089412028486,1837538.0,0.1315940928270042,0.7307692307692307,1,1,1,0,1,0,0,0,0
19191,ZA3,Nothern Cape,ZA308,Z F Mgcawu,2020-12-28,718,348,252,158770424.95743653,26119009.013811667,7762419,180.18614206128132,64.4031736943247,391.4895565390099,513.3875,2.8492063492063493,20201228,0.27601757542529287,0.6641943181028425,0.059788106471864645,0.5142626583989065,258998.0,-0.04016603773584906,0.46153846153846156,1,1,1,0,1,0,0,0,0
