,admin1Pcod_1,admin1Name_1,admin2Pcod_1,admin2Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,minutes/trip,trip_miles/person,miles/person,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
16956,ZA1,Western Cape,ZA104,Eden,2020-11-16,5414,2771,1966,496103551.27852935,143876653.95541295,47649609,146.6863963797562,45.47345269755508,156.79778999548074,403.94717700915567,2.7538148524923702,20201116,0.24710205256745305,0.6628052101466374,0.09009273728590954,0.4993180863678119,673839.0,0.0004522691705790296,0.5384615384615384,1,1,1,0,1,0,0,0,0
16957,ZA6,North West,ZA639,Dr Ruth Segomotsi Mompati,2020-11-16,685,374,270,65614210.173456885,16674241.791252367,7799641,189.77228710462288,38.37367963512616,151.0028889007108,481.4593209876543,2.537037037037037,20201116,0.3412335579082451,0.5850872971649528,0.07367914492680208,0.4911837461796937,473784.0,-0.16626678765880218,0.2692307692307692,1,1,1,0,1,0,0,0,0
16958,ZA5,KwaZulu-Natal,ZA525,Amajuba,2020-11-16,922,484,356,45021650.92375443,11096972.535454974,9287581,167.88830441070138,19.36892992859721,78.58190143535494,434.8118445692884,2.5898876404494384,20201116,0.3311353387795859,0.6144200377537888,0.05444462346662529,0.48045773982507545,502731.0,-0.16864155251141552,0.25,1,1,1,0,1,0,0,0,0
16959,ZA2,Eastern Cape,ZA210,Cacadu,2020-11-16,2139,1201,830,170388330.22775328,51006093.95580778,22162331,172.68451768739288,38.185201702035855,127.55951794812968,445.0267269076305,2.57710843373494,20201116,0.2618455236218228,0.6571170870354837,0.08103738934269357,0.4975242081945451,491156.0,-0.01848062015503876,0.5,1,1,1,0,1,0,0,0,0
16960,ZA8,Mpumalanga,ZA831,Nkangala,2020-11-16,5636,3014,2227,349686101.9621342,108518888.8168694,53779577,159.03589129406197,30.278631039249586,97.56841943647832,402.4814922915731,2.530758868432869,20201116,0.27290691475673784,0.6711806877078121,0.055912397535449986,0.5109201270525474,1573837.0,0.07867808219178082,0.6730769230769231,1,1,1,0,1,0,0,0,0
16961,ZA7,Gauteng,ZA798,City of Johannesburg,2020-11-16,46299,27050,20732,1846667241.972332,598163153.7453982,380319233,136.9069285153747,17.927906231681543,55.34757022043108,305.7425180075889,2.233214354620876,20201116,0.2220629170143196,0.7299897648810346,0.047947318104645836,0.5097433964893054,5540727.0,0.8818060606060606,1.0,1,1,1,0,1,0,0,0,0
16962,ZA1,Western Cape,ZA191,City of Cape Town,2020-11-16,43645,23490,17077,1954726088.080372,591307211.2678185,351356259,134.1720162676137,21.51556285319538,71.12551852479477,342.91372313638226,2.555776775780289,20201116,0.23849582985172932,0.697186217784503,0.06431795236376775,0.4976008771049945,4436413.0,0.7687640750670242,0.9807692307692307,1,1,1,0,1,0,0,0,0
16963,ZA8,Mpumalanga,ZA830,Gert Sibande,2020-11-16,4074,2136,1507,204038652.4680085,67660885.32361594,39236082,160.51416298478156,27.898158580868454,84.12988768848406,433.9314532183145,2.703384207033842,20201116,0.30688245639051287,0.6412288994160756,0.05188864419341153,0.49968312815881616,1136106.0,-0.11248741610738255,0.36538461538461536,1,1,1,0,1,0,0,0,0
16964,ZA8,Mpumalanga,ZA832,Ehlanzeni,2020-11-16,4501,2347,1699,367367442.05498993,93994660.45411304,44015084,162.98261127156928,34.376441571698415,134.35641286573795,431.7744163233274,2.64920541494997,20201116,0.32438893780700045,0.6235217992770762,0.05208926291592337,0.47979089412028486,1837538.0,0.1315940928270042,0.7307692307692307,1,1,1,0,1,0,0,0,0
16965,ZA2,Eastern Cape,ZA293,Nelson Mandela Bay,2020-11-16,6427,3420,2508,266204844.2399321,88471999.3578763,56141653,145.5880218868316,21.919438485097388,65.95375655690606,373.0838184476343,2.5625996810207337,20201116,0.2465186661259611,0.6842154879637478,0.0692658459102911,0.4877654529777138,1230491.0,0.5740514018691588,0.9423076923076923,1,1,1,0,1,0,0,0,0
16966,ZA1,Western Cape,ZA101,West Coast,2020-11-16,2216,1308,926,166653793.94345695,47396889.19861034,21923161,164.8853865824308,31.80460210548739,111.82922962583244,394.5853311735061,2.3930885529157666,20201116,0.24466466325617858,0.6852166396976793,0.0701186970461421,0.5060695297345649,497485.0,-0.12079976303317536,0.34615384615384615,1,1,1,0,1,0,0,0,0
16968,ZA5,KwaZulu-Natal,ZA522,Umgungundlovu,2020-11-16,3495,1871,1403,202986048.67699385,62140745.32631355,33389894,159.226962327134,27.52136066281396,89.89998793582976,396.6487764314564,2.4910905203136138,20201116,0.2748377359932372,0.663873035280183,0.06128922872657978,0.48236181888519014,1046905.0,0.0061256544502617805,0.5769230769230769,1,1,1,0,1,0,0,0,0
16969,ZA4,Free State,ZA420,Fezile Dabi,2020-11-16,2508,1446,1056,143946092.69473,46611794.91756382,20795140,138.19205209994684,27.427297897962813,84.70071518525586,328.20612373737373,2.375,20201116,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.2276555023923445,0.7884615384615384,1,1,1,0,1,0,0,0,0
16970,ZA5,KwaZulu-Natal,ZA528,Uthungulu,2020-11-16,1717,903,659,93260013.92417423,28434602.29412702,16988487,164.9047466511357,26.81099048299869,87.9348801822982,429.653186646434,2.60546282245827,20201116,0.3398562749304085,0.6096443299200878,0.05049939514950375,0.4759701217345943,889476.0,-0.2202014106583072,0.15384615384615385,1,1,1,0,1,0,0,0,0
