,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,admin2Pcod_1,admin2Name_1,admin2Pcod_2,admin2Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
337523,ZA4,Free State,ZA2,Eastern Cape,ZA420,Fezile Dabi,ZA215,O.R.Tambo,2020-09-14,2020-09-15,1,1,1,1456953.7042084725,542823.2156106397,51973,20200914,20200915,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.38804558548824664,0.5482866433400703,0.06366777117168307,0.4623163104135049,1358678.0,0.2276555023923445,0.7884615384615384,-0.23807536101083035,0.1346153846153846,1,1,2,0,0,1,0,0,0
337524,ZA7,Gauteng,ZA7,Gauteng,ZA742,Sedibeng,ZA797,Ekurhuleni,2020-09-14,2020-09-14,391,387,378,41425328.75039196,15993521.657492936,4823950,20200914,20200914,0.24393339879416723,0.6953819961266214,0.06068460507921129,0.5059130831550246,994997.0,0.23296733680905687,0.7203157619169479,0.04671690127399521,0.5205474946472306,3739653.0,0.2808379746835443,0.8461538461538461,0.7435109289617486,0.9615384615384616,1,1,2,0,0,1,0,0,0
337525,ZA1,Western Cape,ZA1,Western Cape,ZA103,Overberg,ZA103,Overberg,2020-09-14,2020-09-14,1997,1005,670,114619509.4326932,17778755.689970102,11251728,20200914,20200914,0.22836513904770692,0.6721314716747349,0.09950338927755827,0.511077351980676,303457.0,0.22836513904770692,0.6721314716747349,0.09950338927755827,0.511077351980676,303457.0,0.051486772486772484,0.5961538461538461,0.051486772486772484,0.5961538461538461,1,1,2,0,0,1,0,0,0
337526,ZA4,Free State,ZA4,Free State,ZA419,Thabo Mofutsanyane,ZA420,Fezile Dabi,2020-09-14,2020-09-14,6,6,6,3125325.4724336662,722347.4874395235,45280,20200914,20200914,0.31143326559338835,0.6251823622683981,0.06338437213821363,0.47028720831466336,662829.0,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.10770218579234972,0.7115384615384616,0.2276555023923445,0.7884615384615384,1,1,2,0,0,1,0,0,0
337527,ZA1,Western Cape,ZA6,North West,ZA104,Eden,ZA640,Dr Kenneth Kaunda,2020-09-14,2020-09-15,1,1,1,2460345.823894619,1215867.2349855464,58698,20200914,20200915,0.24710205256745305,0.6628052101466374,0.09009273728590954,0.4993180863678119,673839.0,0.27505895171327793,0.6602340041700301,0.06470704411669191,0.5065976875287468,754431.0,0.0004522691705790296,0.5384615384615384,-0.10069384057971015,0.38461538461538464,1,1,2,0,0,1,0,0,0
337528,ZA9,Limpopo,ZA9,Limpopo,ZA936,Waterberg,ZA936,Waterberg,2020-09-14,2020-09-14,3116,1516,1041,155224209.7271435,33901512.59058872,19352227,20200914,20200914,0.2870915348782833,0.6477210572390478,0.06518740788266879,0.5138960603357211,718513.0,0.2870915348782833,0.6477210572390478,0.06518740788266879,0.5138960603357211,718513.0,0.00236898395721925,0.5576923076923077,0.00236898395721925,0.5576923076923077,1,1,2,0,0,1,0,0,0
337529,ZA6,North West,ZA4,Free State,ZA640,Dr Kenneth Kaunda,ZA420,Fezile Dabi,2020-09-14,2020-09-14,59,57,57,5378953.198132442,2054391.4608676524,593634,20200914,20200914,0.27505895171327793,0.6602340041700301,0.06470704411669191,0.5065976875287468,754431.0,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,-0.10069384057971015,0.38461538461538464,0.2276555023923445,0.7884615384615384,1,1,2,0,0,1,0,0,0
337530,ZA7,Gauteng,ZA7,Gauteng,ZA797,Ekurhuleni,ZA797,Ekurhuleni,2020-09-14,2020-09-16,2,2,2,2802748.699449163,47867.65922978185,298863,20200914,20200916,0.23296733680905687,0.7203157619169479,0.04671690127399521,0.5205474946472306,3739653.0,0.23296733680905687,0.7203157619169479,0.04671690127399521,0.5205474946472306,3739653.0,0.7435109289617486,0.9615384615384616,0.7435109289617486,0.9615384615384616,1,1,2,0,0,1,0,0,0
337531,ZA5,KwaZulu-Natal,ZA5,KwaZulu-Natal,ZA595,eThekwini,ZA523,Uthukela,2020-09-14,2020-09-14,11,11,11,4664345.839693884,2046774.207073296,254555,20200914,20200914,0.2446364969883556,0.6990922562931536,0.05627124671849075,0.494610924976595,3587907.0,0.36014331224838336,0.5864396074090654,0.05341708034255123,0.46782833191779016,652282.0,0.5666580406654343,0.9230769230769231,-0.19841226215644822,0.19230769230769232,1,1,2,0,0,1,0,0,0
337532,ZA6,North West,ZA9,Limpopo,ZA637,Bojanala,ZA936,Waterberg,2020-09-14,2020-09-14,20,20,20,3656760.6341627473,1167426.199833207,281237,20200914,20200914,0.25082919250139085,0.6903465537718604,0.05882425372674875,0.5380589003726469,1786678.0,0.2870915348782833,0.6477210572390478,0.06518740788266879,0.5138960603357211,718513.0,0.07430676328502415,0.6538461538461539,0.00236898395721925,0.5576923076923077,1,1,2,0,0,1,0,0,0
337533,ZA6,North West,ZA6,North West,ZA640,Dr Kenneth Kaunda,ZA640,Dr Kenneth Kaunda,2020-09-14,2020-09-14,5271,2484,1644,240176457.0805088,45149373.812285,29943996,20200914,20200914,0.27505895171327793,0.6602340041700301,0.06470704411669191,0.5065976875287468,754431.0,0.27505895171327793,0.6602340041700301,0.06470704411669191,0.5065976875287468,754431.0,-0.10069384057971015,0.38461538461538464,-0.10069384057971015,0.38461538461538464,1,1,2,0,0,1,0,0,0
337534,ZA5,KwaZulu-Natal,ZA5,KwaZulu-Natal,ZA522,Umgungundlovu,ZA595,eThekwini,2020-09-14,2020-09-15,15,15,15,1715848.1587556985,809094.0212781539,394479,20200914,20200915,0.2748377359932372,0.663873035280183,0.06128922872657978,0.48236181888519014,1046905.0,0.2446364969883556,0.6990922562931536,0.05627124671849075,0.494610924976595,3587907.0,0.0061256544502617805,0.5769230769230769,0.5666580406654343,0.9230769230769231,1,1,2,0,0,1,0,0,0
337535,ZA4,Free State,ZA7,Gauteng,ZA420,Fezile Dabi,ZA742,Sedibeng,2020-09-14,2020-09-15,12,12,12,553166.4943679787,218614.58103222423,426607,20200914,20200915,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.24393339879416723,0.6953819961266214,0.06068460507921129,0.5059130831550246,994997.0,0.2276555023923445,0.7884615384615384,0.2808379746835443,0.8461538461538461,1,1,2,0,0,1,0,0,0
337536,ZA7,Gauteng,ZA6,North West,ZA799,City of Tshwane,ZA637,Bojanala,2020-09-14,2020-09-14,286,283,274,36897916.51830373,15327450.141659314,2689657,20200914,20200914,0.22283079372412132,0.7204843127840075,0.056684893491871245,0.5057337597223363,3627986.0,0.25082919250139085,0.6903465537718604,0.05882425372674875,0.5380589003726469,1786678.0,0.48224212034383956,0.9038461538461539,0.07430676328502415,0.6538461538461539,1,1,2,0,0,1,0,0,0
