,admin1Pcod_1,admin1Name_1,admin2Pcod_1,admin2Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,minutes/trip,trip_miles/person,miles/person,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
15578,ZA7,Gauteng,ZA797,Ekurhuleni,2020-10-21,46439,24622,16788,2363363745.527539,663023367.065986,276028355,99.06485030541856,24.54036335924489,87.47475269531438,274.03339190691764,2.766202049082678,20201021,0.23296733680905687,0.7203157619169479,0.04671690127399521,0.5205474946472306,3739653.0,0.7435109289617486,0.9615384615384616,1,1,1,0,1,0,0,0,0
15579,ZA9,Limpopo,ZA935,Capricorn,2020-10-21,4386,2012,1368,287662629.1409,63884368.56361919,41238150,156.70371637026903,29.01747533604189,130.66174768377712,502.4141081871345,3.206140350877193,20201021,0.3265897738288558,0.6007690312860821,0.07264119488506209,0.472231826966417,1295656.0,0.07397387387387387,0.6346153846153846,1,1,1,0,1,0,0,0,0
15580,ZA4,Free State,ZA416,Xhariep,2020-10-21,576,342,217,82843077.63056841,17943437.419359177,4080381,118.06657986111112,51.38034609264149,237.2179811793378,313.3933179723502,2.654377880184332,20201021,0.29515218562959183,0.6325513667867511,0.07229644758365718,0.5005153225730198,105759.0,0.18671264367816093,0.7692307692307693,1,1,1,0,1,0,0,0,0
15581,ZA4,Free State,ZA420,Fezile Dabi,2020-10-21,3474,1892,1297,226692644.69425628,65168880.5206786,24024309,115.25767127230856,31.22132998142361,108.60468689676512,308.7163839629915,2.6784888203546644,20201021,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.2276555023923445,0.7884615384615384,1,1,1,0,1,0,0,0,0
15582,ZA2,Eastern Cape,ZA212,Amathole,2020-10-21,673,377,290,57693406.32887751,10418385.81036959,8639081,213.9445517582962,22.32305107647543,123.61731267175024,496.498908045977,2.320689655172414,20201021,0.32816698449842097,0.5696178168124134,0.1022151986891656,0.47434426623917664,789726.0,-0.3192883211678832,0.019230769230769232,1,1,1,0,1,0,0,0,0
15583,ZA3,Nothern Cape,ZA309,Frances Baard,2020-10-21,2260,1030,675,183674574.4028196,35397552.23981228,18814395,138.74922566371683,32.585213685237726,169.08161374868877,464.55296296296297,3.348148148148148,20201021,0.2860169290028057,0.6497360787483951,0.06424699224879928,0.49189928194398214,420580.0,0.29907801418439717,0.8846153846153846,1,1,1,0,1,0,0,0,0
15584,ZA3,Nothern Cape,ZA306,Namakwa,2020-10-21,342,175,120,75122560.60420275,9547919.650952335,4525540,220.5428849902534,49.44001847415437,388.99162538795696,628.5472222222222,2.85,20201021,0.2479438366342976,0.6592106724059887,0.09284549095971371,0.5132337492633683,117087.0,0.06505633802816901,0.6153846153846154,1,1,1,0,1,0,0,0,0
15585,ZA5,KwaZulu-Natal,ZA526,Zululand,2020-10-21,919,419,281,73976891.69011082,15241133.813802896,8002655,145.13338774029745,33.70249640189128,163.58401917258462,474.6533214709371,3.2704626334519573,20201021,0.392497537624586,0.5542130860581069,0.053289376317307055,0.4651401640222711,783796.0,-0.2762355212355212,0.09615384615384616,1,1,1,0,1,0,0,0,0
15586,ZA3,Nothern Cape,ZA307,Pixley ka Seme,2020-10-21,1045,504,295,133249047.88145982,27837809.173451062,8638771,137.77944178628388,58.63597517078874,280.6682025308213,488.0661581920904,3.542372881355932,20201021,0.3060749448635213,0.6232332132979509,0.0706918418385278,0.5011842246002923,196331.0,0.1854655172413793,0.75,1,1,1,0,1,0,0,0,0
15587,ZA1,Western Cape,ZA104,Eden,2020-10-21,8439,3683,2253,827888187.6133664,118828653.2304416,50883329,100.49241418809495,32.77261514858243,228.32928103707195,376.4116659269122,3.745672436750999,20201021,0.24710205256745305,0.6628052101466374,0.09009273728590954,0.4993180863678119,673839.0,0.0004522691705790296,0.5384615384615384,1,1,1,0,1,0,0,0,0
15588,ZA5,KwaZulu-Natal,ZA528,Uthungulu,2020-10-21,2444,1149,793,143953856.5739101,30586086.302957803,21803629,148.68814102564102,23.966346673320157,112.79795647729216,458.2519756200084,3.081967213114754,20201021,0.3398562749304085,0.6096443299200878,0.05049939514950375,0.4759701217345943,889476.0,-0.2202014106583072,0.15384615384615385,1,1,1,0,1,0,0,0,0
15589,ZA7,Gauteng,ZA748,West Rand,2020-10-21,7459,4321,2935,375556203.17975056,108958910.07113098,44398133,99.20483755641952,23.06777780435404,79.50930348276935,252.11886996024987,2.541396933560477,20201021,0.23154887232085752,0.7207832829912092,0.047667844687933295,0.5288128906961219,856804.0,0.23715802469135805,0.8076923076923077,1,1,1,0,1,0,0,0,0
15590,ZA6,North West,ZA638,Ngaka Modiri Molema,2020-10-21,2203,967,653,134899015.96339032,33258637.571735144,19977218,151.13646542593432,31.647717121192123,128.36502661686828,509.8830525778458,3.3736600306278715,20201021,0.3236353449196357,0.6078801705223251,0.06848448455803925,0.4964769205863341,870971.0,-0.18344824707846413,0.23076923076923078,1,1,1,0,1,0,0,0,0
15591,ZA3,Nothern Cape,ZA308,Z F Mgcawu,2020-10-21,1244,582,368,99663421.88850272,21079734.86082024,13143536,176.09239013933546,35.59331516987708,168.2825523948678,595.2688405797102,3.380434782608696,20201021,0.27601757542529287,0.6641943181028425,0.059788106471864645,0.5142626583989065,258998.0,-0.04016603773584906,0.46153846153846156,1,1,1,0,1,0,0,0,0
15592,ZA6,North West,ZA637,Bojanala,2020-10-21,6947,3389,2353,450028383.0128965,114213119.68956168,55432167,132.98826111990786,30.160961474988635,118.84176493555591,392.6347003824905,2.9524011899702507,20201021,0.25082919250139085,0.6903465537718604,0.05882425372674875,0.5380589003726469,1786678.0,0.07430676328502415,0.6538461538461539,1,1,1,0,1,0,0,0,0
