,admin1Pcod_1,admin1Name_1,admin2Pcod_1,admin2Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,minutes/trip,trip_miles/person,miles/person,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
19288,ZA9,Limpopo,ZA934,Vhembe,2020-12-30,1436,688,551,126463748.63257337,25703907.38629534,19118968,221.9007428040854,28.986692518657623,142.6151184439648,578.3111917725348,2.6061705989110706,20201230,0.3433867460978093,0.5887604530714541,0.06785280083073665,0.4597374214109392,1325089.0,-0.0767829596412556,0.4230769230769231,1,1,1,0,1,0,0,0,0
19289,ZA2,Eastern Cape,ZA293,Nelson Mandela Bay,2020-12-30,5094,2608,1942,332682236.26726925,88208416.33510244,48509279,158.71377764690484,28.223567880283078,106.44652821090398,416.31719018194303,2.623069001029866,20201230,0.2465186661259611,0.6842154879637478,0.0692658459102911,0.4877654529777138,1230491.0,0.5740514018691588,0.9423076923076923,1,1,1,0,1,0,0,0,0
19290,ZA7,Gauteng,ZA799,City of Tshwane,2020-12-30,21032,11486,8561,1157840370.9314702,344065660.35376257,180586534,143.10458190693546,24.97284074079466,84.03792217103195,351.5682241171202,2.456722345520383,20201230,0.22283079372412132,0.7204843127840075,0.056684893491871245,0.5057337597223363,3627986.0,0.48224212034383956,0.9038461538461539,1,1,1,0,1,0,0,0,0
19292,ZA1,Western Cape,ZA104,Eden,2020-12-30,12985,5960,4546,2681316828.512918,321019933.3325216,101351364,130.08774740084715,43.87869307232257,366.4964880112404,371.5770787505499,2.856357237131544,20201230,0.24710205256745305,0.6628052101466374,0.09009273728590954,0.4993180863678119,673839.0,0.0004522691705790296,0.5384615384615384,1,1,1,0,1,0,0,0,0
19293,ZA2,Eastern Cape,ZA214,Joe Gqabi,2020-12-30,399,205,152,43519404.17143322,10787469.664283575,4494012,187.71979949874688,44.09883477973657,177.90594773330173,492.7644736842105,2.625,20201230,0.3340471849013029,0.5799636495391386,0.08598916555955849,0.47733103958194023,339473.0,-0.1839776119402985,0.21153846153846154,1,1,1,0,1,0,0,0,0
19294,ZA5,KwaZulu-Natal,ZA526,Zululand,2020-12-30,442,242,187,38328855.04024623,10253717.34096384,6012107,226.7008672699849,34.07146828352581,127.36067568689704,535.8384135472371,2.363636363636364,20201230,0.392497537624586,0.5542130860581069,0.053289376317307055,0.4651401640222711,783796.0,-0.2762355212355212,0.09615384615384616,1,1,1,0,1,0,0,0,0
19295,ZA6,North West,ZA638,Ngaka Modiri Molema,2020-12-30,1268,626,450,101649454.16795948,23969018.03539862,12921546,169.8415615141956,33.09701625203067,140.36009450359828,478.5757777777778,2.8177777777777777,20201230,0.3236353449196357,0.6078801705223251,0.06848448455803925,0.4964769205863341,870971.0,-0.18344824707846413,0.23076923076923078,1,1,1,0,1,0,0,0,0
19296,ZA2,Eastern Cape,ZA212,Amathole,2020-12-30,751,452,372,121185646.56685002,20111385.708367288,10333560,229.3288948069241,33.593106761164144,202.42276798197787,462.97311827956986,2.0188172043010755,20201230,0.32816698449842097,0.5696178168124134,0.1022151986891656,0.47434426623917664,789726.0,-0.3192883211678832,0.019230769230769232,1,1,1,0,1,0,0,0,0
19297,ZA7,Gauteng,ZA748,West Rand,2020-12-30,3472,2131,1657,195567727.87071016,62209380.19937139,31165211,149.60258736559138,23.32837461848461,73.33744853963167,313.4702373767853,2.095353047676524,20201230,0.23154887232085752,0.7207832829912092,0.047667844687933295,0.5288128906961219,856804.0,0.23715802469135805,0.8076923076923077,1,1,1,0,1,0,0,0,0
19298,ZA1,Western Cape,ZA102,Cape Winelands,2020-12-30,3820,2264,1752,510314104.1960909,103688638.40996936,35264148,153.8575392670157,36.77461921818978,180.9900019063083,335.4656392694064,2.180365296803653,20201230,0.24989252608235304,0.6902123420738123,0.059895131843834624,0.5011121214086944,909523.0,-0.012388831437435367,0.5192307692307693,1,1,1,0,1,0,0,0,0
