,admin1Pcod_1,admin1Name_1,admin2Pcod_1,admin2Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,minutes/trip,trip_miles/person,miles/person,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
5827,ZA2,Eastern Cape,ZA244,Alfred Nzo,2020-04-20,125,60,36,4495495.7616407005,1373186.6930430436,867155,115.62066666666666,23.70162923946105,77.59365447523788,401.46064814814815,3.4722222222222223,20200420,0.40782127157510134,0.5221222097470932,0.07005651867780548,0.4576553946475353,788235.0,-0.27396673320026615,0.11538461538461539,1,1,5,0,0,0,0,0,1
5828,ZA5,KwaZulu-Natal,ZA543,Sisonke,2020-04-20,141,54,32,7358319.660523109,1662668.8358762586,1946034,230.0276595744681,32.28545365138409,142.8827456350831,1013.559375,4.40625,20200420,0.37293146983899067,0.5707096800166399,0.05635885014436937,0.4671305273563743,447117.0,-0.2112274881516588,0.17307692307692307,1,1,5,0,0,0,0,0,1
5829,ZA6,North West,ZA637,Bojanala,2020-04-20,925,467,310,28820838.394489985,8024982.454218894,6984219,125.84178378378378,16.085461016973163,57.76915714343152,375.4956451612903,2.9838709677419355,20200420,0.25082919250139085,0.6903465537718604,0.05882425372674875,0.5380589003726469,1786678.0,0.07430676328502415,0.6538461538461539,1,1,5,0,0,0,0,0,1
5830,ZA4,Free State,ZA420,Fezile Dabi,2020-04-20,485,247,151,14865676.44507698,4186428.999033044,2843748,97.72329896907216,17.227327008914642,61.1728681860393,313.8794701986755,3.2119205298013247,20200420,0.2705098118551487,0.6604572122193,0.06903297592555128,0.5050070807202104,494300.0,0.2276555023923445,0.7884615384615384,1,1,5,0,0,0,0,0,1
5831,ZA3,Nothern Cape,ZA306,Namakwa,2020-04-20,119,67,33,2263574.992956169,908311.2417635084,884216,123.83977591036414,17.10298300658074,42.621827033084536,446.5737373737374,3.606060606060606,20200420,0.2479438366342976,0.6592106724059887,0.09284549095971371,0.5132337492633683,117087.0,0.06505633802816901,0.6153846153846154,1,1,5,0,0,0,0,0,1
5832,ZA9,Limpopo,ZA934,Vhembe,2020-04-20,520,255,144,17515979.461042374,6887761.34403302,5113662,163.89942307692309,29.72122554297236,75.58281278411496,591.8590277777778,3.611111111111111,20200420,0.3433867460978093,0.5887604530714541,0.06785280083073665,0.4597374214109392,1325089.0,-0.0767829596412556,0.4230769230769231,1,1,5,0,0,0,0,0,1
5833,ZA7,Gauteng,ZA799,City of Tshwane,2020-04-20,5214,2668,1736,235057667.0022768,52318209.68551197,38093127,121.76552550824702,18.72639880645703,84.13482879592799,365.7174251152074,3.0034562211981566,20200420,0.22283079372412132,0.7204843127840075,0.056684893491871245,0.5057337597223363,3627986.0,0.48224212034383956,0.9038461538461539,1,1,5,0,0,0,0,0,1
5834,ZA5,KwaZulu-Natal,ZA528,Uthungulu,2020-04-20,452,187,136,27870156.923735216,12718806.907215994,4017733,148.1464970501475,58.111030968920886,127.33612232016866,492.36924019607847,3.323529411764706,20200420,0.3398562749304085,0.6096443299200878,0.05049939514950375,0.4759701217345943,889476.0,-0.2202014106583072,0.15384615384615385,1,1,5,0,0,0,0,0,1
5835,ZA5,KwaZulu-Natal,ZA526,Zululand,2020-04-20,144,79,43,2612366.668444252,1006304.0156132354,1269181,146.89594907407408,14.541588975228205,37.74998584493667,491.9306201550388,3.3488372093023258,20200420,0.392497537624586,0.5542130860581069,0.053289376317307055,0.4651401640222711,783796.0,-0.2762355212355212,0.09615384615384616,1,1,5,0,0,0,0,0,1
5836,ZA3,Nothern Cape,ZA345,John Taolo Gaetsewe,2020-04-20,201,98,62,15504696.177629594,2825819.751434607,1806572,149.79867330016583,28.32069335478594,155.38986369631186,485.6376344086021,3.2419354838709675,20200420,0.31986957060536586,0.628082594956317,0.05204783443831712,0.4959027820806741,258224.0,-0.13480926430517712,0.3076923076923077,1,1,5,0,0,0,0,0,1
