,admin1Pcod_1,admin1Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,new cases
201240,NG021,Katsina,2020-09-17,426,217,169,40701351.78040661,7783856.676212892,7617977,28.619315402975957,149.64880166545794,298.0429186228482,751.2797830374753,2.5207100591715976,20200917,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,-0.4045410794272394,0.16216216216216217,1.0
201241,NG012,Edo,2020-09-17,4940,2156,1377,117537591.05263518,23692435.82424463,62271382,10.691210671835444,53.0388330320117,210.0923819163293,753.7083272815299,3.587509077705156,20200917,0.3648963025856633,0.5925314188027963,0.04257227861154045,0.5050509097282766,4393070.0,0.048192548470072316,0.7027027027027027,0.0
201242,NG008,Borno,2020-09-17,832,414,315,45261553.71924779,15069919.857394326,15733071,29.727028789556147,89.283255863629,315.1656850961538,832.4376190476191,2.641269841269841,20200917,0.4656333169168363,0.5077319274989265,0.026634755584237252,0.5216485478678367,6594992.0,-0.21159417396202837,0.40540540540540543,0.0
201243,NG033,Rivers,2020-09-17,3950,1777,1228,93512253.01794678,29106282.002191287,54427465,14.727854356105585,47.31744311609187,229.65175105485235,738.7006650380022,3.2166123778501627,20200917,0.3607179556377358,0.6064986277483454,0.03278341661391882,0.5155672987437575,7840763.0,0.1614581709475816,0.8648648648648649,1.0
201244,NG026,Nasarawa,2020-09-17,562,300,221,21474889.71966438,7321594.847672572,8986579,20.585647599896053,60.37953768449376,266.5059015421115,677.7208898944193,2.5429864253393664,20200917,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,-0.3814972133848704,0.1891891891891892,0.0
201245,NG030,Osun,2020-09-17,3525,1501,877,71829092.79132678,13942555.73355574,41093529,9.87856611059864,50.89227939004881,194.2956453900709,780.9488597491448,4.019384264538198,20200917,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,0.0026606813370417975,0.6756756756756757,2.0
201246,NG013,Ekiti,2020-09-17,1331,619,366,22928716.258526243,4443901.174840846,18029373,7.544568773758868,38.92689551374862,225.7622464312547,821.009699453552,3.636612021857923,20200917,0.36629979561099096,0.5964268380769661,0.037273366312043005,0.5043048153321379,3510952.0,-0.12374139344950484,0.5945945945945946,2.0
201247,NG016,Gombe,2020-09-17,289,158,121,10247860.756642152,3266477.213177939,5585912,16.77433752370628,52.62583021683406,322.1402537485582,769.4093663911846,2.3884297520661155,20200917,0.4747655452041227,0.4988770635927775,0.02635739120309983,0.5284934612057086,3392445.0,-0.25910296259332805,0.32432432432432434,0.0
201248,NG036,Yobe,2020-09-17,247,133,102,8329249.278186954,3753620.736325098,5744627,22.866586197422603,50.74074072969589,387.62665317139,938.6645424836602,2.42156862745098,20200917,0.4691388179850362,0.5048995038050456,0.025961678209918262,0.5201260409235117,3619142.0,-0.5433016922627469,0.02702702702702703,0.0
201249,NG028,Ogun,2020-09-17,18101,8642,4658,306668045.3938072,76807382.36319512,182902482,10.24600574316173,40.90912172336686,168.40918733771613,654.4385358522972,3.886002576212967,20200917,0.3764942420253995,0.5828607691591555,0.040644988815445024,0.4983858197437503,5854055.0,0.11933543982440241,0.8108108108108109,0.0
201250,NG010,Delta,2020-09-17,6202,2779,1709,117597225.07236736,30199561.547023624,77223659,10.980185818325811,42.756891718559984,207.5235381059873,753.107655549054,3.629022820362785,20200917,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.04986988030496243,0.7297297297297297,6.0
201988,NG004,Anambra,2020-09-17,1952,827,574,55692662.97368466,10968389.47628772,26023408,11.873591020565032,60.2888787296698,222.19439890710385,755.6157955865273,3.4006968641114983,20200917,0.3550563739560004,0.6034760570706295,0.041467568973370096,0.5059823635153309,5936784.0,0.5172892070039768,0.9459459459459459,0.0
201989,NG011,Ebonyi,2020-09-17,342,135,87,7686277.714059595,1939890.2630054036,4651823,13.855079603830609,54.89691433393632,226.69702729044835,891.1538314176246,3.931034482758621,20200917,0.407884931714409,0.5547080871017148,0.03740698118387615,0.4891615626926456,2983133.0,-0.13893827298680297,0.5675675675675675,1.0
201990,NG031,Oyo,2020-09-17,9312,3952,2153,159727894.4580649,37609303.27390695,98397889,10.854313801450548,46.098612267982745,176.11306020904925,761.7114801052794,4.325127728750581,20200917,0.37711239812688285,0.5836282165130016,0.039259385360115584,0.5019705838533485,8470586.0,-0.019245055859069864,0.6486486486486487,3.0
201991,NG037,Zamfara,2020-09-17,184,103,73,20861749.724800784,8489959.41279145,3275748,72.26597537496984,177.57383970762106,296.71630434782605,747.8876712328768,2.5205479452054798,20200917,0.4822951286895683,0.49170011989092705,0.026004751419504635,0.5030233221454106,4568319.0,-0.4763162522559063,0.10810810810810811,0.0
