,admin1Pcod_1,admin1Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,new cases
181890,NG004,Anambra,2020-08-23,1804,830,574,54605041.402272575,12139141.238955133,28090572,13.1409628299424,59.111497697385175,259.5211751662971,815.6379790940767,3.142857142857143,20200823,0.3550563739560004,0.6034760570706295,0.041467568973370096,0.5059823635153309,5936784.0,0.5172892070039768,0.9459459459459459,13.0
181891,NG007,Benue,2020-08-23,364,174,119,16280565.647842508,6494603.437192886,5746797,33.912264545186815,85.01070997393346,263.1317307692308,804.8735294117647,3.0588235294117645,20200823,0.4617573940726351,0.5075744703975699,0.030668135529795037,0.5046642022050832,5814928.0,-0.36118153353601457,0.24324324324324326,0.0
181892,NG016,Gombe,2020-08-23,257,159,118,16042533.453315118,2337502.6615910907,5103325,12.308956065176249,84.47769608808245,330.9549286640726,720.8086158192091,2.1779661016949152,20200823,0.4747655452041227,0.4988770635927775,0.02635739120309983,0.5284934612057086,3392445.0,-0.25910296259332805,0.32432432432432434,0.0
181893,NG021,Katsina,2020-08-23,320,177,141,14388926.544182183,5373545.127513506,6687677,23.68061093917861,63.41038611187167,348.31651041666663,790.5055555555556,2.269503546099291,20200823,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,-0.4045410794272394,0.16216216216216217,0.0
181894,NG025,Lagos,2020-08-23,50686,25081,15963,1112830179.5384154,295029269.90112793,653491224,11.484225345071357,43.31771066951523,214.88222388825315,682.2978387521142,3.17521769091023,20200823,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,1.1187153694407612,1.0,130.0
181895,NG015,Federal Capital Territory,2020-08-23,12147,6420,4085,533725355.320224,140146844.96378016,149110970,21.317799790316982,81.18520449513397,204.59231360281,608.3678906568747,2.973561811505508,20200823,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.06716322463290017,0.7567567567567568,25.0
181896,NG005,Bauchi,2020-08-23,309,179,139,18236696.39862301,5436798.792231614,6209791,24.304101780456516,81.52343729268111,334.94018338727074,744.5792565947243,2.223021582733813,20200823,0.48096824368540303,0.4930077633721537,0.026023992942443307,0.5108444763587695,6690134.0,-0.4833208988736141,0.08108108108108109,36.0
181897,NG003,Akwa Ibom,2020-08-23,531,266,192,17961754.495821126,3433124.8853073274,8677257,11.110650536891011,58.12977502990972,272.35583804143124,753.2341145833333,2.765625,20200823,0.3714473458477974,0.5933145115115984,0.03523814264060416,0.5077076983792477,5665764.0,0.18670347513092306,0.8918918918918919,0.0
181898,NG034,Sokoto,2020-08-23,397,185,143,15326004.963813372,3813937.2433264223,7256627,16.57252260142734,66.59537046573435,304.6442905121747,845.7607226107226,2.7762237762237763,20200823,0.476871893107996,0.4955998750778277,0.02752823181417628,0.505624481563039,5027130.0,-0.3255636908120886,0.2702702702702703,2.0
181899,NG030,Osun,2020-08-23,3655,1599,967,66170568.19688743,18020175.55934687,43575385,11.579336061672628,42.51963273166676,198.7021659826721,751.0407618062737,3.7797311271975182,20200823,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,0.0026606813370417975,0.6756756756756757,6.0
181900,NG026,Nasarawa,2020-08-23,570,320,236,17091760.39073468,5839029.125878892,10560220,15.37374783667748,45.001387845023935,308.7783625730994,745.7782485875706,2.415254237288136,20200823,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,-0.3814972133848704,0.1891891891891892,0.0
181901,NG010,Delta,2020-08-23,7048,3175,1945,130944811.26212856,33963361.162228376,90915366,10.850310651805149,41.83307634511131,214.9909335981839,779.0519794344473,3.623650385604113,20200823,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.04986988030496243,0.7297297297297297,0.0
