,admin1Pcod_1,admin1Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,new cases
209754,NG014,Enugu,2020-09-28,1772,725,467,36299278.0401363,7796645.167120246,21050677,10.37389872150954,48.29834191253526,197.99357599699024,751.2732690935046,3.7944325481798713,20200928,0.3548333037798759,0.5979631440077704,0.04720355221235371,0.48606967776766996,4415727.0,0.11263773985257676,0.7837837837837838,0.0
209755,NG036,Yobe,2020-09-28,254,123,98,3764816.068836714,896213.3546342517,4110656,5.682460823143934,23.8709005025239,269.72808398950133,699.0911564625851,2.591836734693877,20200928,0.4691388179850362,0.5048995038050456,0.025961678209918262,0.5201260409235117,3619142.0,-0.5433016922627469,0.02702702702702703,0.0
209756,NG008,Borno,2020-09-28,946,431,316,27035963.25038279,5944370.210574562,13183269,11.688798749508884,53.162559234731326,232.2633720930233,695.3200949367089,2.9936708860759493,20200928,0.4656333169168363,0.5077319274989265,0.026634755584237252,0.5216485478678367,6594992.0,-0.21159417396202837,0.40540540540540543,1.0
209757,NG024,Kwara,2020-09-28,2243,1054,674,70668341.19086702,15731407.985654986,30257089,14.50303224869192,65.15025433116281,224.8260439887056,748.1970573689416,3.327893175074184,20200928,0.43856274012514257,0.5300045253998054,0.03143273447505214,0.5069599109955376,3378707.0,-0.15738931235438808,0.5405405405405406,2.0
209758,NG018,Jigawa,2020-09-28,190,106,64,7597550.8039522115,1749455.2058633894,2930004,16.985329172392888,73.76405001774219,257.0178947368421,763.021875,2.96875,20200928,0.4759832686855246,0.4966159109599566,0.02740082035451879,0.505479893884154,5921830.0,-0.49549208851903037,0.05405405405405406,0.0
209759,NG027,Niger,2020-09-28,940,435,294,26768086.60645904,5800821.405943053,12148718,12.260079295805042,56.574550641386615,215.4028014184397,688.7028344671202,3.197278911564626,20200928,0.471202827926769,0.5035993963032889,0.025197775769942192,0.5093248027202903,5745269.0,-0.2021904684270313,0.4594594594594595,0.0
209760,NG034,Sokoto,2020-09-28,425,205,140,11971020.296804184,2660821.029393029,5894747,11.809696681172262,53.13176538658957,231.16654901960783,701.7555952380952,3.0357142857142856,20200928,0.476871893107996,0.4955998750778277,0.02752823181417628,0.505624481563039,5027130.0,-0.3255636908120886,0.2702702702702703,0.0
209761,NG007,Benue,2020-09-28,463,196,125,8103020.087848601,2283652.9514114726,6101138,11.351969256598826,40.27986602167641,219.62339812814972,813.4850666666666,3.704,20200928,0.4617573940726351,0.5075744703975699,0.030668135529795037,0.5046642022050832,5814928.0,-0.36118153353601457,0.24324324324324326,0.0
209762,NG015,Federal Capital Territory,2020-09-28,14767,6831,4626,658425661.420448,144821233.36197647,158999177,19.45260320696336,88.44071297805424,179.45325952010114,572.8461485804871,3.192174664937311,20200928,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.06716322463290017,0.7567567567567568,3.0
209763,NG003,Akwa Ibom,2020-09-28,796,323,196,19921379.69981361,4848180.82899317,8854415,15.369999499457508,63.15597681166228,185.3939489112228,752.9264455782312,4.061224489795919,20200928,0.3714473458477974,0.5933145115115984,0.03523814264060416,0.5077076983792477,5665764.0,0.18670347513092306,0.8918918918918919,0.0
