,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown
40719,ZA3,Nothern Cape,ZA3,Nothern Cape,2021-06-20,2021-06-20,835,520,437,31788704.557956595,10610037.889150493,12906783,20210620,20210620,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.09958456723393624,0.6666666666666666,0.09958456723393624,0.6666666666666666,308.0,308.0,1,1,1
40720,ZA2,Eastern Cape,ZA2,Eastern Cape,2021-06-20,2021-06-23,1,1,1,1577782.319328274,1577782.319328274,309627,20210620,20210623,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,382.0,637.0,1,1,1
40721,ZA7,Gauteng,ZA1,Western Cape,2021-06-20,2021-06-21,2,2,2,4940271.213553991,2479285.928429719,145534,20210620,20210621,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.6706237180439658,1.0,0.48495156727992644,0.8888888888888888,8646.0,647.0,1,1,1
40722,ZA5,KwaZulu-Natal,ZA5,KwaZulu-Natal,2021-06-20,2021-06-27,1,1,1,16895.154357088704,16895.154357088704,643215,20210620,20210627,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.07735186107982292,0.5555555555555556,0.07735186107982292,0.5555555555555556,574.0,763.0,1,1,1
40723,ZA2,Eastern Cape,ZA2,Eastern Cape,2021-06-20,2021-06-20,2808,1731,1474,122433633.1941756,32341151.081749257,43554046,20210620,20210620,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,382.0,382.0,1,1,1
40724,ZA9,Limpopo,ZA9,Limpopo,2021-06-20,2021-06-25,1,1,1,3889.462892769071,1286.2987955007195,410757,20210620,20210625,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,408.0,838.0,1,1,1
40725,ZA7,Gauteng,ZA8,Mpumalanga,2021-06-20,2021-06-21,9,9,9,2272346.2113777827,1176069.902636588,431717,20210620,20210621,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.6706237180439658,1.0,0.0523010419666447,0.4444444444444444,8646.0,439.0,1,1,1
40727,ZA7,Gauteng,,,2021-06-20,2021-06-20,2,2,2,2017663.5822414188,995004.0466125066,19112,20210620,20210620,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,,,,,,0.6706237180439658,1.0,,,8646.0,,1,1,1
40728,ZA2,Eastern Cape,ZA5,KwaZulu-Natal,2021-06-20,2021-06-21,3,3,3,3016752.228417442,1249381.1038148869,152919,20210620,20210621,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,-0.04666754827373582,0.2222222222222222,0.07735186107982292,0.5555555555555556,382.0,323.0,1,1,1
40730,ZA2,Eastern Cape,ZA1,Western Cape,2021-06-20,2021-06-20,11,11,11,15065050.07693234,5694538.144127965,187778,20210620,20210620,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,-0.04666754827373582,0.2222222222222222,0.48495156727992644,0.8888888888888888,382.0,1166.0,1,1,1
40731,ZA6,North West,ZA6,North West,2021-06-20,2021-06-23,2,2,2,1058396.861898168,116000.68918766332,553277,20210620,20210623,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,748.0,1018.0,1,1,1
