,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown
45295,ZA1,Western Cape,ZA2,Eastern Cape,2021-07-11,2021-07-11,9,9,9,7537211.16640293,3585189.1408707937,225962,20210711,20210711,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.48495156727992644,0.8888888888888888,-0.04666754827373582,0.2222222222222222,1945.0,566.0,1,1,1
45296,ZA3,Nothern Cape,ZA3,Nothern Cape,2021-07-11,2021-07-11,1109,686,573,40923690.67725525,11350106.87515862,15659851,20210711,20210711,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.09958456723393624,0.6666666666666666,0.09958456723393624,0.6666666666666666,201.0,201.0,1,1,1
45297,ZA8,Mpumalanga,ZA5,KwaZulu-Natal,2021-07-11,2021-07-11,5,4,4,2058875.2407388869,694146.2557480464,31228,20210711,20210711,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.0523010419666447,0.4444444444444444,0.07735186107982292,0.5555555555555556,1046.0,1525.0,1,1,1
45298,ZA1,Western Cape,ZA4,Free State,2021-07-11,2021-07-11,1,1,1,611066.4160268316,603603.8461212576,37501,20210711,20210711,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.48495156727992644,0.8888888888888888,0.2248492570676798,0.7777777777777778,1945.0,352.0,1,1,1
45299,ZA1,Western Cape,ZA1,Western Cape,2021-07-11,2021-07-13,2,2,2,119171.00897670133,83471.21719172696,334245,20210711,20210713,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.48495156727992644,0.8888888888888888,0.48495156727992644,0.8888888888888888,1945.0,1714.0,1,1,1
45300,ZA1,Western Cape,ZA1,Western Cape,2021-07-11,2021-07-12,2384,2384,2382,41932843.67864624,21106012.31569537,107196370,20210711,20210712,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.48495156727992644,0.8888888888888888,0.48495156727992644,0.8888888888888888,1945.0,1224.0,1,1,1
45301,ZA5,KwaZulu-Natal,ZA3,Nothern Cape,2021-07-11,2021-07-11,2,2,1,2472369.1728951856,1236221.3426689096,1062,20210711,20210711,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.07735186107982292,0.5555555555555556,0.09958456723393624,0.6666666666666666,1525.0,201.0,1,1,1
45302,ZA7,Gauteng,ZA7,Gauteng,2021-07-11,2021-07-12,5997,5997,5997,102156494.23384827,47999767.15556998,265011734,20210711,20210712,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.6706237180439658,1.0,0.6706237180439658,1.0,8547.0,5632.0,1,1,1
45303,ZA7,Gauteng,ZA6,North West,2021-07-11,2021-07-11,82,82,80,9898505.967542175,5131452.3665065,1318735,20210711,20210711,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.6706237180439658,1.0,-0.04677388157695324,0.1111111111111111,8547.0,958.0,1,1,1
45304,ZA4,Free State,ZA8,Mpumalanga,2021-07-11,2021-07-11,3,3,3,1206450.8649002286,750139.7027022254,63083,20210711,20210711,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.2248492570676798,0.7777777777777778,0.0523010419666447,0.4444444444444444,352.0,1046.0,1,1,1
