,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown
6515,ZA5,KwaZulu-Natal,ZA4,Free State,2021-01-21,2021-01-22,4,4,4,2772354.2835896104,1306843.929929848,241956,20210121,20210122,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.07735186107982292,0.5555555555555556,0.2248492570676798,0.7777777777777778,2657.0,481.0,1,1,1
6516,ZA2,Eastern Cape,ZA2,Eastern Cape,2021-01-21,2021-01-21,7412,4284,3531,346618218.3952738,92488586.21995205,60258683,20210121,20210121,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,632.0,632.0,1,1,1
6517,ZA1,Western Cape,ZA1,Western Cape,2021-01-21,2021-01-21,25796,15663,12948,1103348664.2680335,303115397.96145344,168071028,20210121,20210121,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.48495156727992644,0.8888888888888888,0.48495156727992644,0.8888888888888888,1447.0,1447.0,1,1,1
6518,ZA8,Mpumalanga,ZA8,Mpumalanga,2021-01-21,2021-01-22,1153,1153,1153,36292790.43891561,17814896.25165638,51528928,20210121,20210122,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.0523010419666447,0.4444444444444444,0.0523010419666447,0.4444444444444444,812.0,1184.0,1,1,1
6519,ZA1,Western Cape,,,2021-01-21,2021-01-21,23,22,22,2954903.4958953257,1086948.8768680682,152325,20210121,20210121,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,,,,,,0.48495156727992644,0.8888888888888888,,,1447.0,,1,1,1
6521,ZA5,KwaZulu-Natal,ZA5,KwaZulu-Natal,2021-01-21,2021-01-30,3,3,3,624255.3988306139,482107.9665534153,2360850,20210121,20210130,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.07735186107982292,0.5555555555555556,0.07735186107982292,0.5555555555555556,2657.0,1804.0,1,1,1
6522,ZA7,Gauteng,ZA5,KwaZulu-Natal,2021-01-21,2021-01-25,1,1,1,1095938.392534189,499514.8001926058,329026,20210121,20210125,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.6706237180439658,1.0,0.07735186107982292,0.5555555555555556,2832.0,1573.0,1,1,1
6523,ZA5,KwaZulu-Natal,ZA5,KwaZulu-Natal,2021-01-21,2021-01-26,1,1,1,194913.73448650975,167273.00228812918,379803,20210121,20210126,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.07735186107982292,0.5555555555555556,0.07735186107982292,0.5555555555555556,2657.0,2079.0,1,1,1
6525,ZA5,KwaZulu-Natal,,,2021-01-21,2021-01-21,18,18,18,1261006.9558669769,420049.71695561626,190070,20210121,20210121,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,,,,,,0.07735186107982292,0.5555555555555556,,,2657.0,,1,1,1
6526,ZA4,Free State,ZA4,Free State,2021-01-21,2021-01-21,6466,3687,2968,328301418.9444922,80227054.87000148,44078787,20210121,20210121,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2248492570676798,0.7777777777777778,0.2248492570676798,0.7777777777777778,496.0,496.0,1,1,1
