,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown
46241,ZA4,Free State,ZA6,North West,2021-07-15,2021-07-16,2,2,2,51702.84337844869,25331.89688453,75374,20210715,20210716,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2248492570676798,0.7777777777777778,-0.04677388157695324,0.1111111111111111,570.0,1168.0,1,1,1
46242,ZA6,North West,ZA9,Limpopo,2021-07-15,2021-07-16,2,2,2,215556.98744118892,99101.20764972456,94443,20210715,20210716,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.04677388157695324,0.1111111111111111,-0.020299216875639643,0.3333333333333333,1515.0,1950.0,1,1,1
46243,ZA5,KwaZulu-Natal,ZA8,Mpumalanga,2021-07-15,2021-07-16,3,3,3,580186.2742340429,571511.6423719305,180503,20210715,20210716,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.07735186107982292,0.5555555555555556,0.0523010419666447,0.4444444444444444,490.0,1478.0,1,1,1
46244,ZA2,Eastern Cape,ZA2,Eastern Cape,2021-07-15,2021-07-18,1,1,1,1295974.1371703343,1295974.1371703343,309578,20210715,20210718,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,839.0,511.0,1,1,1
46245,ZA4,Free State,ZA4,Free State,2021-07-15,2021-07-16,815,815,815,16319764.921764528,6077176.131318509,36810655,20210715,20210716,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2248492570676798,0.7777777777777778,0.2248492570676798,0.7777777777777778,570.0,522.0,1,1,1
46246,ZA6,North West,ZA6,North West,2021-07-15,2021-07-17,1,1,1,150550.83068932488,968.2408403562932,189143,20210715,20210717,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,1515.0,1118.0,1,1,1
46247,ZA6,North West,ZA6,North West,2021-07-15,2021-07-16,860,860,860,15447875.931344628,5962934.152216867,38475180,20210715,20210716,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,1515.0,1168.0,1,1,1
46248,ZA7,Gauteng,ZA6,North West,2021-07-15,2021-07-16,24,24,24,2217664.160634093,841197.4293777845,989227,20210715,20210716,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.6706237180439658,1.0,-0.04677388157695324,0.1111111111111111,7309.0,1168.0,1,1,1
46249,ZA1,Western Cape,ZA2,Eastern Cape,2021-07-15,2021-07-15,4,4,4,6274374.433109542,2708005.131216516,81686,20210715,20210715,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.48495156727992644,0.8888888888888888,-0.04666754827373582,0.2222222222222222,2901.0,839.0,1,1,1
46250,ZA8,Mpumalanga,ZA7,Gauteng,2021-07-15,2021-07-16,16,16,16,2708574.4559900905,1402618.7029625904,736279,20210715,20210716,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.0523010419666447,0.4444444444444444,0.6706237180439658,1.0,1078.0,6030.0,1,1,1
46251,ZA9,Limpopo,ZA8,Mpumalanga,2021-07-15,2021-07-16,4,4,4,1103348.212974734,518450.1856324574,167248,20210715,20210716,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,-0.020299216875639643,0.3333333333333333,0.0523010419666447,0.4444444444444444,1434.0,1478.0,1,1,1
46252,ZA4,Free State,ZA8,Mpumalanga,2021-07-15,2021-07-25,1,1,1,2037293.532725398,613232.5111977264,845619,20210715,20210725,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.2248492570676798,0.7777777777777778,0.0523010419666447,0.4444444444444444,570.0,800.0,1,1,1
