,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown
36704,ZA5,KwaZulu-Natal,ZA5,KwaZulu-Natal,2021-06-04,2021-06-07,5,5,5,1547633.013601019,1081400.4414897875,1383977,20210604,20210607,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.07735186107982292,0.5555555555555556,0.07735186107982292,0.5555555555555556,236.0,152.0,1,1,1
36705,ZA7,Gauteng,ZA9,Limpopo,2021-06-04,2021-06-04,46,46,46,26725599.95663224,12422629.45123618,1124162,20210604,20210604,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.6706237180439658,1.0,-0.020299216875639643,0.3333333333333333,2986.0,157.0,1,1,1
36706,ZA3,Nothern Cape,ZA3,Nothern Cape,2021-06-04,2021-06-05,314,314,314,13154156.535905942,6485916.816499676,14858961,20210604,20210605,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.09958456723393624,0.6666666666666666,0.09958456723393624,0.6666666666666666,290.0,327.0,1,1,1
36707,ZA7,Gauteng,ZA6,North West,2021-06-04,2021-06-05,26,26,26,3405755.7305810046,1790915.9691985017,1212369,20210604,20210605,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.6706237180439658,1.0,-0.04677388157695324,0.1111111111111111,2986.0,442.0,1,1,1
36708,ZA4,Free State,ZA7,Gauteng,2021-06-04,2021-06-05,13,13,13,2079460.0067020815,1436311.2063475968,581426,20210604,20210605,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2248492570676798,0.7777777777777778,0.6706237180439658,1.0,498.0,2959.0,1,1,1
36709,ZA7,Gauteng,ZA7,Gauteng,2021-06-04,2021-06-09,2,2,2,1021336.5752658624,95955.1517603581,890583,20210604,20210609,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.6706237180439658,1.0,0.6706237180439658,1.0,2986.0,5111.0,1,1,1
36710,ZA5,KwaZulu-Natal,ZA2,Eastern Cape,2021-06-04,2021-06-04,10,10,10,2770143.6658351724,724950.6803557213,157910,20210604,20210604,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.07735186107982292,0.5555555555555556,-0.04666754827373582,0.2222222222222222,236.0,147.0,1,1,1
36711,ZA9,Limpopo,ZA9,Limpopo,2021-06-04,2021-06-04,2073,1247,1108,122688311.99168202,27691004.948203508,30851847,20210604,20210604,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,157.0,157.0,1,1,1
36712,ZA5,KwaZulu-Natal,ZA8,Mpumalanga,2021-06-04,2021-06-06,1,1,1,271022.9498341315,63378.46038047015,147182,20210604,20210606,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.07735186107982292,0.5555555555555556,0.0523010419666447,0.4444444444444444,236.0,170.0,1,1,1
36713,ZA6,North West,ZA7,Gauteng,2021-06-04,2021-06-07,1,1,1,97365.51087429936,84412.99318644068,275310,20210604,20210607,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,-0.04677388157695324,0.1111111111111111,0.6706237180439658,1.0,562.0,2030.0,1,1,1
36714,ZA8,Mpumalanga,ZA8,Mpumalanga,2021-06-04,2021-06-19,1,1,1,171134.63901806375,171133.0492464858,1253139,20210604,20210619,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.0523010419666447,0.4444444444444444,0.0523010419666447,0.4444444444444444,312.0,516.0,1,1,1
36715,ZA2,Eastern Cape,ZA2,Eastern Cape,2021-06-04,2021-06-06,4,4,4,1405788.5115829306,827906.7219386365,676477,20210604,20210606,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,147.0,96.0,1,1,1
36717,ZA1,Western Cape,,,2021-06-04,2021-06-05,2,2,2,237634.6053362429,117931.58941819414,127737,20210604,20210605,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,,,,,,0.48495156727992644,0.8888888888888888,,,480.0,,1,1,1
