,admin1Pcod_1,admin1Name_1,local_date_1,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,0_14_pct,15_64_pct,65p_pct,M_pct,Population,rwi,rwi_pctl,new cases
123840,NG025,Lagos,2020-06-09,49409,33410,23980,19811725514.34653,16706640500.180794,1511526899,432.903466466967,513.3626148093542,509.8689506635093,1050.5469134000557,2.060425354462052,20200609,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,1.1187153694407612,1.0,170.0
123841,NG010,Delta,2020-06-09,2210,1348,928,756524661.8317478,319220940.8928841,60013444,213.74428516135225,506.554559352736,452.5900754147813,1077.8276580459772,2.3814655172413794,20200609,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.04986988030496243,0.7297297297297297,20.0
123842,NG002,Adamawa,2020-06-09,435,221,171,101734797.31727982,24919989.7042246,6946611,90.55300416991886,369.67878538632567,266.1536781609195,677.0576023391812,2.543859649122807,20200609,0.4474419886826158,0.5186029019248742,0.03395510939250998,0.5068342598449392,4396599.0,-0.25839416341831756,0.35135135135135137,0.0
123843,NG014,Enugu,2020-06-09,414,190,135,72316800.89478202,24126899.508313257,6534280,111.05007638867372,332.8561243761526,263.0547504025765,806.7012345679012,3.066666666666667,20200609,0.3548333037798759,0.5979631440077704,0.04720355221235371,0.48606967776766996,4415727.0,0.11263773985257676,0.7837837837837838,0.0
123844,NG028,Ogun,2020-06-09,6386,3438,2154,169347557.75704938,53396340.74266765,73801181,15.403411285228565,48.85222556452114,192.61191408288963,571.0397787062828,2.9647168059424325,20200609,0.3764942420253995,0.5828607691591555,0.040644988815445024,0.4983858197437503,5854055.0,0.11933543982440241,0.8108108108108109,108.0
123845,NG024,Kwara,2020-06-09,1059,560,379,74536923.26319733,33040988.928501725,16575963,54.17076169710731,122.2034218304897,260.87445703493864,728.9341688654354,2.7941952506596306,20200609,0.43856274012514257,0.5300045253998054,0.03143273447505214,0.5069599109955376,3378707.0,-0.15738931235438808,0.5405405405405406,1.0
123846,NG006,Bayelsa,2020-06-09,98,41,31,8171804.932199634,3474112.3281113817,1136220,69.63591352532224,163.79755398231651,193.23469387755105,610.8709677419355,3.161290322580645,20200609,0.37835323397591747,0.5884318304151591,0.03321493560892341,0.5125803164505587,2537774.0,-0.10448904236851947,0.6216216216216216,0.0
123847,NG032,Plateau,2020-06-09,315,185,119,43873037.82585733,17414321.39236019,5888594,90.93073651743666,229.0877463943413,311.56582010582014,824.7330532212885,2.647058823529412,20200609,0.44148344424442243,0.5246600953608579,0.033856460394719665,0.49981152163639675,4350632.0,-0.20435074060739566,0.43243243243243246,8.0
123848,NG003,Akwa Ibom,2020-06-09,307,143,90,67836481.09936951,18110053.18668243,4601458,125.03405933433766,468.35150153222895,249.8077090119436,852.1218518518519,3.411111111111111,20200609,0.3714473458477974,0.5933145115115984,0.03523814264060416,0.5077076983792477,5665764.0,0.18670347513092306,0.8918918918918919,0.0
123849,NG018,Jigawa,2020-06-09,150,85,62,38265659.374762736,14233544.21750244,3639916,142.6502312934242,383.5028772168393,404.4351111111111,978.4720430107526,2.419354838709677,20200609,0.4759832686855246,0.4966159109599566,0.02740082035451879,0.505479893884154,5921830.0,-0.49549208851903037,0.05405405405405406,26.0
123850,NG020,Kano,2020-06-09,1944,1116,821,316053956.98037297,124861988.4949513,34933135,94.50139178591007,239.2044142024621,299.49532750342934,709.1582419813236,2.3678440925700364,20200609,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.1241609281772341,0.8378378378378378,16.0
123851,NG033,Rivers,2020-06-09,1974,925,631,214274129.71173823,84891873.01007715,27832171,83.59645696280822,211.00439214675103,234.98962343802768,735.133940834654,3.1283676703645007,20200609,0.3607179556377358,0.6064986277483454,0.03278341661391882,0.5155672987437575,7840763.0,0.1614581709475816,0.8648648648648649,30.0
123852,NG030,Osun,2020-06-09,963,501,299,57257666.21355861,15790592.586960975,15392747,32.81544930399314,118.99085056804758,266.4026825891312,858.0126532887402,3.220735785953177,20200609,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,0.0026606813370417975,0.6756756756756757,1.0
123853,NG009,Cross River,2020-06-09,230,110,70,33273523.660156168,8446484.314332575,2421623,74.97717183729674,295.36012952354827,175.47992753623188,576.5769047619048,3.2857142857142856,20200609,0.3831984467942394,0.5834763463285051,0.03332520687725556,0.5092349804775577,3958265.0,-0.18777845359495773,0.4864864864864865,0.0
123854,NG004,Anambra,2020-06-09,1072,758,467,497522487.5282718,204678593.0657133,37822581,272.3370051364077,661.9831718208272,588.0376399253731,1349.8422912205567,2.2955032119914347,20200609,0.3550563739560004,0.6034760570706295,0.041467568973370096,0.5059823635153309,5936784.0,0.5172892070039768,0.9459459459459459,17.0
