,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
28153,ZA2,Eastern Cape,ZA2,Eastern Cape,2020-03-23,2020-03-26,1,1,1,268862.94535307,134352.25973854607,276310,20200323,20200326,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,0.0,3.0,1,1,0,1,0,0,0,0,0
28154,ZA5,KwaZulu-Natal,ZA4,Free State,2020-03-23,2020-03-23,61,59,58,43677986.916072376,13958072.867717236,859980,20200323,20200323,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.07735186107982292,0.5555555555555556,0.2248492570676798,0.7777777777777778,25.0,4.0,1,1,0,1,0,0,0,0,0
28155,ZA8,Mpumalanga,ZA4,Free State,2020-03-23,2020-03-23,23,21,21,13810936.484465836,4351050.594609089,217520,20200323,20200323,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.0523010419666447,0.4444444444444444,0.2248492570676798,0.7777777777777778,4.0,4.0,1,1,0,1,0,0,0,0,0
28156,ZA7,Gauteng,ZA9,Limpopo,2020-03-23,2020-03-24,10,10,10,6441741.695762434,3174461.287465139,473152,20200323,20200324,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.6706237180439658,1.0,-0.020299216875639643,0.3333333333333333,75.0,0.0,1,1,0,1,0,0,0,0,0
28157,ZA7,Gauteng,ZA1,Western Cape,2020-03-23,2020-03-23,91,91,89,196626317.15449348,112199722.40251552,1293393,20200323,20200323,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.6706237180439658,1.0,0.48495156727992644,0.8888888888888888,75.0,11.0,1,1,0,1,0,0,0,0,0
28158,ZA1,Western Cape,ZA1,Western Cape,2020-03-23,2020-03-24,3577,3577,3577,152451949.54994375,45528349.81819153,129723997,20200323,20200324,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.48495156727992644,0.8888888888888888,0.48495156727992644,0.8888888888888888,11.0,13.0,1,1,0,1,0,0,0,0,0
28159,ZA9,Limpopo,ZA9,Limpopo,2020-03-23,2020-03-24,702,701,701,44509978.04165517,10576448.10226664,27804546,20200323,20200324,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,2.0,0.0,1,1,0,1,0,0,0,0,0
28160,ZA6,North West,ZA7,Gauteng,2020-03-23,2020-03-23,895,887,834,210039298.09284967,79890269.21242318,5774471,20200323,20200323,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,-0.04677388157695324,0.1111111111111111,0.6706237180439658,1.0,4.0,75.0,1,1,0,1,0,0,0,0,0
28161,ZA4,Free State,ZA7,Gauteng,2020-03-23,2020-03-23,797,769,705,197232937.7167847,69315303.52219093,4424441,20200323,20200323,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2248492570676798,0.7777777777777778,0.6706237180439658,1.0,4.0,75.0,1,1,0,1,0,0,0,0,0
28162,ZA1,Western Cape,ZA7,Gauteng,2020-03-23,2020-03-24,11,11,11,26559329.389618564,13228537.411789054,538772,20200323,20200324,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.48495156727992644,0.8888888888888888,0.6706237180439658,1.0,11.0,95.0,1,1,0,1,0,0,0,0,0
