,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
43132,ZA3,Nothern Cape,ZA3,Nothern Cape,2020-06-07,2020-06-24,1,1,1,4702.245469356706,494.8415712025956,1482800,20200607,20200624,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.09958456723393624,0.6666666666666666,0.09958456723393624,0.6666666666666666,9.0,29.0,1,1,3,0,0,0,1,0,0
43133,ZA4,Free State,ZA1,Western Cape,2020-06-07,2020-06-07,10,10,10,21631996.66432111,8482936.465706296,281987,20200607,20200607,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.2248492570676798,0.7777777777777778,0.48495156727992644,0.8888888888888888,13.0,1445.0,1,1,3,0,0,0,1,0,0
43134,ZA3,Nothern Cape,ZA3,Nothern Cape,2020-06-07,2020-06-08,216,216,216,7315247.579969969,2601792.339606272,8479120,20200607,20200608,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.09958456723393624,0.6666666666666666,0.09958456723393624,0.6666666666666666,9.0,4.0,1,1,3,0,0,0,1,0,0
43135,ZA9,Limpopo,ZA6,North West,2020-06-07,2020-06-07,26,26,24,10073804.92856333,5537195.2255564,379686,20200607,20200607,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.020299216875639643,0.3333333333333333,-0.04677388157695324,0.1111111111111111,11.0,55.0,1,1,3,0,0,0,1,0,0
43137,ZA2,Eastern Cape,,,2020-06-07,2020-06-07,29,25,23,6842607.905108146,2672525.514758788,315598,20200607,20200607,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,,,,,,-0.04666754827373582,0.2222222222222222,,,345.0,,1,1,3,0,0,0,1,0,0
43138,ZA4,Free State,ZA7,Gauteng,2020-06-07,2020-06-08,10,10,10,1537890.498394952,1114222.1237481737,412997,20200607,20200608,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2248492570676798,0.7777777777777778,0.6706237180439658,1.0,13.0,312.0,1,1,3,0,0,0,1,0,0
43139,ZA5,KwaZulu-Natal,ZA3,Nothern Cape,2020-06-07,2020-06-11,1,1,1,1271735.889796706,620167.4606545948,284361,20200607,20200611,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.07735186107982292,0.5555555555555556,0.09958456723393624,0.6666666666666666,92.0,7.0,1,1,3,0,0,0,1,0,0
43141,ZA7,Gauteng,ZA5,KwaZulu-Natal,2020-06-07,2020-06-07,45,45,45,42043057.81806428,23852564.839938294,1318649,20200607,20200607,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.6706237180439658,1.0,0.07735186107982292,0.5555555555555556,320.0,92.0,1,1,3,0,0,0,1,0,0
43142,ZA9,Limpopo,ZA9,Limpopo,2020-06-07,2020-06-07,7874,4190,2659,407940673.7782437,104036418.59607844,42899628,20200607,20200607,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,11.0,11.0,1,1,3,0,0,0,1,0,0
43143,ZA6,North West,ZA6,North West,2020-06-07,2020-06-08,442,442,442,10210918.59595398,4381586.2153291805,17997418,20200607,20200608,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,55.0,57.0,1,1,3,0,0,0,1,0,0
