,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
19639,ZA5,KwaZulu-Natal,ZA1,Western Cape,2020-02-23,2020-02-23,5,5,5,11081494.498582097,6490629.773815018,59986,806.618072185315,1377.1442896710828,199.95333333333332,199.95333333333332,1.0,20200223,20200223,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.07735186107982292,0.5555555555555556,0.48495156727992644,0.8888888888888888,,,0,0,0,1,0,0,0,0,0
19640,ZA1,Western Cape,ZA4,Free State,2020-02-23,2020-02-23,4,4,4,7850889.580436917,3445822.827554919,21130,535.2837596491053,1219.5791546799371,88.04166666666667,88.04166666666667,1.0,20200223,20200223,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.48495156727992644,0.8888888888888888,0.2248492570676798,0.7777777777777778,,,0,0,0,1,0,0,0,0,0
19641,ZA1,Western Cape,ZA6,North West,2020-02-23,2020-02-23,1,1,1,2566169.410095865,1278903.854500825,15258,794.6740128280995,1594.5437458342435,254.3,254.3,1.0,20200223,20200223,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.48495156727992644,0.8888888888888888,-0.04677388157695324,0.1111111111111111,,,0,0,0,1,0,0,0,0,0
19642,ZA5,KwaZulu-Natal,ZA2,Eastern Cape,2020-02-23,2020-02-23,10,9,7,2515458.738505131,1130005.242030906,119483,100.30752921074016,223.2905136241076,199.1383333333333,284.4833333333333,1.4285714285714286,20200223,20200223,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.07735186107982292,0.5555555555555556,-0.04666754827373582,0.2222222222222222,,,0,0,0,1,0,0,0,0,0
19643,ZA7,Gauteng,ZA6,North West,2020-02-23,2020-02-28,1,1,1,87785.96862711027,87785.96862711027,473427,54.5476719875367,54.5476719875367,7890.45,7890.45,1.0,20200223,20200228,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.6706237180439658,1.0,-0.04677388157695324,0.1111111111111111,,,0,0,0,1,0,0,0,0,0
19644,ZA7,Gauteng,ZA1,Western Cape,2020-02-23,2020-02-23,25,25,25,60850723.48467952,31588499.830947854,495920,785.1273520377955,1512.435464007186,330.61333333333334,330.61333333333334,1.0,20200223,20200223,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.6706237180439658,1.0,0.48495156727992644,0.8888888888888888,,,0,0,0,1,0,0,0,0,0
19645,ZA8,Mpumalanga,ZA7,Gauteng,2020-02-23,2020-02-25,1,1,1,291957.2721767809,144700.19230650747,175996,89.91253101046604,181.41383829484616,2933.266666666667,2933.266666666667,1.0,20200223,20200225,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.0523010419666447,0.4444444444444444,0.6706237180439658,1.0,,,0,0,0,1,0,0,0,0,0
19646,ZA7,Gauteng,ZA7,Gauteng,2020-02-23,2020-02-24,6339,6339,6338,129430216.2160722,51502233.87085522,421199376,5.049227589652778,12.689209176667196,1107.42855339959,1107.6032817923635,1.0001577784790154,20200223,20200224,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.6706237180439658,1.0,0.6706237180439658,1.0,,,0,0,0,1,0,0,0,0,0
19647,ZA8,Mpumalanga,ZA8,Mpumalanga,2020-02-23,2020-02-25,1,1,1,2582930.9321717788,93290.8925630266,142808,57.96827313677287,1604.9588727902665,2380.133333333333,2380.133333333333,1.0,20200223,20200225,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.0523010419666447,0.4444444444444444,0.0523010419666447,0.4444444444444444,,,0,0,0,1,0,0,0,0,0
19648,ZA6,North West,ZA4,Free State,2020-02-23,2020-02-24,6,6,6,641283.5085568783,320637.4427852133,483747,33.205811683229655,66.41251637902134,1343.7416666666666,1343.7416666666666,1.0,20200223,20200224,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,-0.04677388157695324,0.1111111111111111,0.2248492570676798,0.7777777777777778,,,0,0,0,1,0,0,0,0,0
