,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
16132,ZA7,Gauteng,ZA9,Limpopo,2020-02-13,2020-02-13,302,301,300,185220886.0555377,75551218.05307265,4278049,156.4845014554018,383.6364093186161,236.09541942604852,237.6693888888889,1.0066666666666666,20200213,20200213,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.6706237180439658,1.0,-0.020299216875639643,0.3333333333333333,,,0,0,0,1,0,0,0,0,0
16133,ZA6,North West,ZA9,Limpopo,2020-02-13,2020-02-13,60,59,56,20986691.820705336,8179107.9620189,550164,90.7546797463849,232.8665306740925,152.82333333333332,163.73928571428573,1.0714285714285714,20200213,20200213,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.04677388157695324,0.1111111111111111,-0.020299216875639643,0.3333333333333333,,,0,0,0,1,0,0,0,0,0
16134,ZA5,KwaZulu-Natal,ZA8,Mpumalanga,2020-02-13,2020-02-14,5,5,5,3363331.4107020646,1641383.882438626,292359,203.9817319900066,417.9754497114433,974.53,974.53,1.0,20200213,20200214,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.07735186107982292,0.5555555555555556,0.0523010419666447,0.4444444444444444,,,0,0,0,1,0,0,0,0,0
16135,ZA9,Limpopo,ZA8,Mpumalanga,2020-02-13,2020-02-13,196,189,177,74687232.68625544,20889287.287481926,1187469,73.33334094243406,262.19488598398715,100.97525510204082,111.81440677966104,1.1073446327683616,20200213,20200213,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,-0.020299216875639643,0.3333333333333333,0.0523010419666447,0.4444444444444444,,,0,0,0,1,0,0,0,0,0
16136,ZA4,Free State,ZA3,Nothern Cape,2020-02-13,2020-02-22,1,1,1,317278.04893526755,141858.78472450157,771502,88.14696219360285,197.1474395376424,12858.366666666669,12858.366666666669,1.0,20200213,20200222,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2248492570676798,0.7777777777777778,0.09958456723393624,0.6666666666666666,,,0,0,0,1,0,0,0,0,0
16137,ZA7,Gauteng,ZA2,Eastern Cape,2020-02-13,2020-02-13,102,102,102,210878023.5244316,89613381.8564681,1265059,545.9134698487554,1284.6424401375357,206.70898692810457,206.70898692810457,1.0,20200213,20200213,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.6706237180439658,1.0,-0.04666754827373582,0.2222222222222222,,,0,0,0,1,0,0,0,0,0
16138,ZA2,Eastern Cape,ZA1,Western Cape,2020-02-13,2020-02-13,112,112,111,137866410.51440495,47773137.28285428,1555391,267.43109252581075,771.7677105479055,231.45699404761905,233.54219219219215,1.009009009009009,20200213,20200213,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,-0.04666754827373582,0.2222222222222222,0.48495156727992644,0.8888888888888888,,,0,0,0,1,0,0,0,0,0
16139,ZA5,KwaZulu-Natal,ZA2,Eastern Cape,2020-02-13,2020-02-13,87,86,81,101013704.54775327,42429343.869991824,947039,325.4860739054893,774.9013089771266,181.42509578544065,194.8639917695473,1.0740740740740742,20200213,20200213,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.07735186107982292,0.5555555555555556,-0.04666754827373582,0.2222222222222222,,,0,0,0,1,0,0,0,0,0
16140,ZA4,Free State,ZA4,Free State,2020-02-13,2020-02-16,1,1,1,549503.6740412858,274751.8370206429,288395,170.72287653891453,341.44575307782907,4806.583333333333,4806.583333333333,1.0,20200213,20200216,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2248492570676798,0.7777777777777778,0.2248492570676798,0.7777777777777778,,,0,0,0,1,0,0,0,0,0
16141,ZA9,Limpopo,ZA9,Limpopo,2020-02-13,2020-02-13,24498,9594,4917,2082839748.3951976,276650273.82132745,63437691,34.96085224265673,263.21265358951246,43.15841497265082,215.028442139516,4.982306284319707,20200213,20200213,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,,,0,0,0,1,0,0,0,0,0
16142,ZA8,Mpumalanga,ZA7,Gauteng,2020-02-13,2020-02-13,873,862,839,361349826.7810764,117835666.10875703,7293099,87.27018872238231,267.6190377612772,139.234421534937,144.87681764004768,1.0405244338498212,20200213,20200213,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.0523010419666447,0.4444444444444444,0.6706237180439658,1.0,,,0,0,0,1,0,0,0,0,0
16143,ZA8,Mpumalanga,ZA7,Gauteng,2020-02-13,2020-02-14,24,24,24,9710585.817754056,3276800.9369276203,1001479,84.83790437096368,251.4115952875327,695.4715277777777,695.4715277777777,1.0,20200213,20200214,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.0523010419666447,0.4444444444444444,0.6706237180439658,1.0,,,0,0,0,1,0,0,0,0,0
16145,ZA3,Nothern Cape,ZA7,Gauteng,2020-02-13,2020-02-13,37,36,36,56799802.32989131,21273679.06739965,538709,367.1903145940149,980.3822470158184,242.6617117117117,249.4023148148148,1.0277777777777777,20200213,20200213,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.09958456723393624,0.6666666666666666,0.6706237180439658,1.0,,,0,0,0,1,0,0,0,0,0
16146,ZA7,Gauteng,ZA7,Gauteng,2020-02-13,2020-02-13,367255,142814,77487,23375430017.71716,4111719612.490324,827617290,32.97203553833212,187.44845998902107,37.55870308096554,178.01207299288913,4.7395692180623845,20200213,20200213,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.6706237180439658,1.0,0.6706237180439658,1.0,,,0,0,0,1,0,0,0,0,0
16147,ZA4,Free State,ZA4,Free State,2020-02-13,2020-02-14,631,631,631,28802519.469783023,7468890.957122614,24190720,7.354918666747894,28.36300453625689,638.9519281563656,638.9519281563656,1.0,20200213,20200214,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2248492570676798,0.7777777777777778,0.2248492570676798,0.7777777777777778,,,0,0,0,1,0,0,0,0,0
16148,ZA1,Western Cape,ZA2,Eastern Cape,2020-02-13,2020-02-13,105,105,104,165481571.68101534,54936026.96342257,1364433,328.22754395234807,988.7065527763496,216.57666666666668,218.6591346153846,1.0096153846153846,20200213,20200213,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.48495156727992644,0.8888888888888888,-0.04666754827373582,0.2222222222222222,,,0,0,0,1,0,0,0,0,0
16149,ZA9,Limpopo,ZA5,KwaZulu-Natal,2020-02-13,2020-02-13,3,3,3,3922626.572162319,1963001.8465926184,81738,406.5842659271145,812.4690499487821,454.1,454.1,1.0,20200213,20200213,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,-0.020299216875639643,0.3333333333333333,0.07735186107982292,0.5555555555555556,,,0,0,0,1,0,0,0,0,0
16150,ZA8,Mpumalanga,ZA8,Mpumalanga,2020-02-13,2020-02-13,34213,13428,6975,2449410521.5035,365105192.1128201,81060363,32.52556967959625,218.2069012222652,39.48809078420484,193.692623655914,4.905089605734767,20200213,20200213,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.0523010419666447,0.4444444444444444,0.0523010419666447,0.4444444444444444,,,0,0,0,1,0,0,0,0,0
16151,ZA8,Mpumalanga,ZA2,Eastern Cape,2020-02-13,2020-02-13,1,1,1,12439680.32602878,886858.3319659416,1015,551.0682190792904,7729.658995235811,16.916666666666668,16.916666666666668,1.0,20200213,20200213,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.0523010419666447,0.4444444444444444,-0.04666754827373582,0.2222222222222222,,,0,0,0,1,0,0,0,0,0
16152,ZA1,Western Cape,ZA1,Western Cape,2020-02-13,2020-02-14,3990,3990,3989,236133291.02974176,44753010.90334055,143802489,6.971228814544778,36.78275873002657,600.6787343358395,600.8293181248433,1.0002506893958385,20200213,20200214,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.48495156727992644,0.8888888888888888,0.48495156727992644,0.8888888888888888,,,0,0,0,1,0,0,0,0,0
16153,ZA7,Gauteng,ZA5,KwaZulu-Natal,2020-02-13,2020-02-14,22,22,22,25648129.30877084,11478586.291158156,833847,324.202856769821,724.409485784011,631.7022727272727,631.7022727272727,1.0,20200213,20200214,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.6706237180439658,1.0,0.07735186107982292,0.5555555555555556,,,0,0,0,1,0,0,0,0,0
