,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
59559,ZA6,North West,ZA6,North West,2020-08-01,2020-08-07,1,1,1,133953.83230580456,133948.7538242169,522267,83.2318968624588,83.23505248461768,8704.45,8704.45,1.0,20200801,20200807,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,389.0,271.0,1,1,3,0,0,0,1,0,0
59560,ZA1,Western Cape,ZA1,Western Cape,2020-08-01,2020-08-01,66613,30917,22118,3014193783.965507,789725167.4020053,390475703,22.18611397090208,84.67913849249517,97.69757229569804,294.23674759622634,3.011709919522561,20200801,20200801,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.48495156727992644,0.8888888888888888,0.48495156727992644,0.8888888888888888,966.0,966.0,1,1,3,0,0,0,1,0,0
59561,ZA7,Gauteng,ZA9,Limpopo,2020-08-01,2020-08-01,144,143,142,60982490.370818496,30303407.48314517,3072026,132.60327068067366,266.85044188251567,355.5585648148148,360.5664319248826,1.0140845070422535,20200801,20200801,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.6706237180439658,1.0,-0.020299216875639643,0.3333333333333333,2847.0,314.0,1,1,3,0,0,0,1,0,0
59562,ZA2,Eastern Cape,ZA4,Free State,2020-08-01,2020-08-01,17,17,17,14718925.952083854,7052433.7314087,401700,257.77524446236555,537.9950921940812,393.8235294117647,393.8235294117647,1.0,20200801,20200801,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,-0.04666754827373582,0.2222222222222222,0.2248492570676798,0.7777777777777778,844.0,1046.0,1,1,3,0,0,0,1,0,0
59563,ZA4,Free State,ZA4,Free State,2020-08-01,2020-08-30,1,1,1,88566.11494593116,88566.11494593116,2486360,55.032432435782006,55.032432435782006,41439.333333333336,41439.333333333336,1.0,20200801,20200830,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2248492570676798,0.7777777777777778,0.2248492570676798,0.7777777777777778,1046.0,400.0,1,1,3,0,0,0,1,0,0
59564,ZA3,Nothern Cape,ZA8,Mpumalanga,2020-08-01,2020-08-01,3,3,3,2547189.6801133715,2392613.230406221,120593,495.5669785134442,527.5834294622264,669.9611111111111,669.9611111111111,1.0,20200801,20200801,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.09958456723393624,0.6666666666666666,0.0523010419666447,0.4444444444444444,220.0,580.0,1,1,3,0,0,0,1,0,0
59565,ZA8,Mpumalanga,ZA5,KwaZulu-Natal,2020-08-01,2020-08-02,4,4,4,2126593.8706104825,860886.7630565926,214727,133.73255858545355,330.3510421964606,894.6958333333333,894.6958333333333,1.0,20200801,20200802,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.0523010419666447,0.4444444444444444,0.07735186107982292,0.5555555555555556,580.0,2693.0,1,1,3,0,0,0,1,0,0
59566,ZA2,Eastern Cape,ZA7,Gauteng,2020-08-01,2020-08-02,7,7,7,11173673.575484224,5716411.127795743,508707,507.430456828172,991.856981609918,1211.2071428571428,1211.2071428571428,1.0,20200801,20200802,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,-0.04666754827373582,0.2222222222222222,0.6706237180439658,1.0,844.0,2413.0,1,1,3,0,0,0,1,0,0
59568,ZA6,North West,ZA3,Nothern Cape,2020-08-01,2020-08-02,3,3,3,1148701.599449977,872933.4488746468,121884,180.8052326236957,237.9233607917216,677.1333333333333,677.1333333333333,1.0,20200801,20200802,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,-0.04677388157695324,0.1111111111111111,0.09958456723393624,0.6666666666666666,389.0,170.0,1,1,3,0,0,0,1,0,0
59569,ZA4,Free State,ZA5,KwaZulu-Natal,2020-08-01,2020-08-02,2,2,2,1255195.6268113896,666615.0617295575,143559,207.1076978351296,389.9712015614404,1196.325,1196.325,1.0,20200801,20200802,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.3109682093283005,0.6320226943362347,0.05700909633546477,0.4797594466393526,10418811.0,0.2248492570676798,0.7777777777777778,0.07735186107982292,0.5555555555555556,1046.0,2693.0,1,1,3,0,0,0,1,0,0
59570,ZA2,Eastern Cape,ZA7,Gauteng,2020-08-01,2020-08-01,13,13,12,17950843.14798464,9953775.837419355,336829,515.4157966133694,929.511400710716,431.8320512820513,467.81805555555553,1.0833333333333333,20200801,20200801,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,-0.04666754827373582,0.2222222222222222,0.6706237180439658,1.0,844.0,2847.0,1,1,3,0,0,0,1,0,0
59571,ZA3,Nothern Cape,ZA6,North West,2020-08-01,2020-08-01,26,25,24,5705890.201217855,2469719.494435471,331870,63.94218944788143,147.7281582127525,212.7371794871795,230.46527777777777,1.0833333333333333,20200801,20200801,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.09958456723393624,0.6666666666666666,-0.04677388157695324,0.1111111111111111,220.0,389.0,1,1,3,0,0,0,1,0,0
59572,ZA7,Gauteng,ZA7,Gauteng,2020-08-01,2020-08-02,7086,7086,7086,208789723.99380544,78281605.58306402,281470596,6.864512361191254,18.30876654317454,662.0345187694044,662.0345187694044,1.0,20200801,20200802,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.6706237180439658,1.0,0.6706237180439658,1.0,2847.0,2413.0,1,1,3,0,0,0,1,0,0
59573,ZA9,Limpopo,ZA6,North West,2020-08-01,2020-08-01,34,34,34,8156519.183482372,4360272.430155958,779107,79.68669642369368,149.06547204550375,381.91519607843134,381.91519607843134,1.0,20200801,20200801,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.020299216875639643,0.3333333333333333,-0.04677388157695324,0.1111111111111111,314.0,389.0,1,1,3,0,0,0,1,0,0
59574,ZA2,Eastern Cape,ZA1,Western Cape,2020-08-01,2020-08-01,43,43,43,40292407.980025634,21535467.757297438,1216254,311.1981226916412,582.245153131665,471.4162790697674,471.4162790697674,1.0,20200801,20200801,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,-0.04666754827373582,0.2222222222222222,0.48495156727992644,0.8888888888888888,844.0,966.0,1,1,3,0,0,0,1,0,0
59575,ZA9,Limpopo,ZA9,Limpopo,2020-08-01,2020-08-13,1,1,1,220500.2652031237,110303.0553791182,1013723,68.53914102834335,137.01251267791332,16895.383333333335,16895.383333333335,1.0,20200801,20200813,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,-0.020299216875639643,0.3333333333333333,-0.020299216875639643,0.3333333333333333,314.0,144.0,1,1,3,0,0,0,1,0,0
59576,ZA6,North West,ZA6,North West,2020-08-01,2020-08-01,11210,5372,3808,546981443.3729649,126376493.81055824,67668323,20.621510669601005,89.25381081942147,100.60708147487362,296.1673800770308,2.943802521008404,20200801,20200801,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,389.0,389.0,1,1,3,0,0,0,1,0,0
59577,ZA7,Gauteng,ZA6,North West,2020-08-01,2020-08-01,821,811,801,131661707.19300364,56159133.72982568,11014129,43.56512844034664,102.1358201879144,223.5917377182298,229.1745526425302,1.024968789013733,20200801,20200801,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.6706237180439658,1.0,-0.04677388157695324,0.1111111111111111,2847.0,389.0,1,1,3,0,0,0,1,0,0
59578,ZA2,Eastern Cape,ZA2,Eastern Cape,2020-08-01,2020-08-21,1,1,1,133372.2441593651,64719.19657997399,1727815,40.21464433954082,82.87367036467349,28796.916666666668,28796.916666666668,1.0,20200801,20200821,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,-0.04666754827373582,0.2222222222222222,-0.04666754827373582,0.2222222222222222,844.0,201.0,1,1,3,0,0,0,1,0,0
59579,ZA9,Limpopo,ZA7,Gauteng,2020-08-01,2020-08-01,121,121,120,42403386.03491283,26795609.44306012,2576286,138.75016488633526,219.5686877951142,354.8603305785124,357.8175,1.0083333333333333,20200801,20200801,0.3322212084583728,0.5982309127294063,0.06954787881222096,0.47107489302560024,5527257.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,-0.020299216875639643,0.3333333333333333,0.6706237180439658,1.0,314.0,2847.0,1,1,3,0,0,0,1,0,0
59580,ZA4,Free State,ZA6,North West,2020-08-01,2020-08-02,10,10,10,959620.5996389068,367490.4178286276,371611,22.83479590619703,59.62805960931328,619.3516666666667,619.3516666666667,1.0,20200801,20200802,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2248492570676798,0.7777777777777778,-0.04677388157695324,0.1111111111111111,1046.0,247.0,1,1,3,0,0,0,1,0,0
59581,ZA7,Gauteng,ZA3,Nothern Cape,2020-08-01,2020-08-01,10,10,10,16590423.695276,7204300.040363147,324808,447.65445053159215,1030.8811351256163,541.3466666666667,541.3466666666667,1.0,20200801,20200801,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.6706237180439658,1.0,0.09958456723393624,0.6666666666666666,2847.0,220.0,1,1,3,0,0,0,1,0,0
59582,ZA3,Nothern Cape,ZA3,Nothern Cape,2020-08-01,2020-08-02,388,388,388,21363497.144306157,6875083.862620712,15817318,11.010255300124452,34.213045595145346,679.438058419244,679.438058419244,1.0,20200801,20200802,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.09958456723393624,0.6666666666666666,0.09958456723393624,0.6666666666666666,220.0,170.0,1,1,3,0,0,0,1,0,0
59583,ZA3,Nothern Cape,ZA1,Western Cape,2020-08-01,2020-08-01,27,27,26,26281352.86920527,9857347.721259866,796164,235.57968868681576,628.095214074929,491.4592592592592,510.3615384615385,1.0384615384615383,20200801,20200801,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.09958456723393624,0.6666666666666666,0.48495156727992644,0.8888888888888888,220.0,966.0,1,1,3,0,0,0,1,0,0
