,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new cases_1,new cases_2
109309,NG016,Gombe,NG010,Delta,2020-07-22,2020-07-23,1,1,1,677685.5707557492,677685.5707557492,16390,20200722,20200723,0.4747655452041227,0.4988770635927775,0.02635739120309983,0.5284934612057086,3392445.0,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,-0.25910296259332805,0.32432432432432434,0.04986988030496243,0.7297297297297297,0.0,9.0
109310,NG011,Ebonyi,NG011,Ebonyi,2020-07-22,2020-07-23,25,25,25,190936.4705945576,85078.48957265033,868764,20200722,20200723,0.407884931714409,0.5547080871017148,0.03740698118387615,0.4891615626926456,2983133.0,0.407884931714409,0.5547080871017148,0.03740698118387615,0.4891615626926456,2983133.0,-0.13893827298680297,0.5675675675675675,-0.13893827298680297,0.5675675675675675,16.0,9.0
109311,NG020,Kano,NG019,Kaduna,2020-07-22,2020-07-22,11,11,11,4761316.012247745,2145829.5971028474,148098,20200722,20200722,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.46503701110532975,0.5075057258770135,0.027457263017656792,0.506968163107597,8758047.0,0.1241609281772341,0.8378378378378378,-0.1703334579739599,0.5135135135135135,17.0,56.0
109312,NG023,Kogi,NG023,Kogi,2020-07-22,2020-07-23,54,54,54,1918178.139739252,256476.67105741613,1831078,20200722,20200723,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,-0.30831429069378413,0.2972972972972973,-0.30831429069378413,0.2972972972972973,0.0,0.0
109313,NG015,Federal Capital Territory,NG015,Federal Capital Territory,2020-07-22,2020-07-22,15440,7349,4671,739950545.7929437,131243088.8631821,100519527,20200722,20200722,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.06716322463290017,0.7567567567567568,0.06716322463290017,0.7567567567567568,86.0,86.0
109314,NG023,Kogi,NG023,Kogi,2020-07-22,2020-07-24,2,2,2,717160.4832224695,15483.498195657225,336395,20200722,20200724,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,-0.30831429069378413,0.2972972972972973,-0.30831429069378413,0.2972972972972973,0.0,0.0
109315,NG015,Federal Capital Territory,NG026,Nasarawa,2020-07-22,2020-07-22,66,64,61,4763800.871509051,1469533.8664216732,545875,20200722,20200722,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,0.06716322463290017,0.7567567567567568,-0.3814972133848704,0.1891891891891892,86.0,0.0
109316,NG015,Federal Capital Territory,NG025,Lagos,2020-07-22,2020-07-22,26,26,26,25529214.07103482,14286549.691720871,346228,20200722,20200722,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.06716322463290017,0.7567567567567568,1.1187153694407612,1.0,86.0,180.0
109317,NG013,Ekiti,NG029,Ondo,2020-07-22,2020-07-22,4,4,4,398956.924302477,239597.1816045957,55375,20200722,20200722,0.36629979561099096,0.5964268380769661,0.037273366312043005,0.5043048153321379,3510952.0,0.37893516274736494,0.5832181604477588,0.03784667680487627,0.5035690220992856,4673409.0,-0.12374139344950484,0.5945945945945946,-0.23320407133660132,0.3783783783783784,0.0,37.0
109318,NG001,Abia,NG001,Abia,2020-07-22,2020-07-23,96,96,96,3175299.3818286783,205168.83158904588,3700887,20200722,20200723,0.3534586567540875,0.5993948920037422,0.0471464512421703,0.5005799209430734,3878977.0,0.3534586567540875,0.5993948920037422,0.0471464512421703,0.5005799209430734,3878977.0,0.40455051037529577,0.918918918918919,0.40455051037529577,0.918918918918919,1.0,0.0
