,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new cases_1,new cases_2
14296,NG001,Abia,NG033,Rivers,2020-02-07,2020-02-07,6,6,6,554167.6502377245,232135.26743975692,91011,20200207,20200207,0.3534586567540875,0.5993948920037422,0.0471464512421703,0.5005799209430734,3878977.0,0.3607179556377358,0.6064986277483454,0.03278341661391882,0.5155672987437575,7840763.0,0.40455051037529577,0.918918918918919,0.1614581709475816,0.8648648648648649,,
14297,NG021,Katsina,NG021,Katsina,2020-02-07,2020-02-08,62,62,62,1957541.3843788635,330240.5740037502,2671768,20200207,20200208,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,-0.4045410794272394,0.16216216216216217,-0.4045410794272394,0.16216216216216217,,
14298,NG019,Kaduna,NG015,Federal Capital Territory,2020-02-07,2020-02-07,34,33,33,14658390.21572022,6454491.333835703,631773,20200207,20200207,0.46503701110532975,0.5075057258770135,0.027457263017656792,0.506968163107597,8758047.0,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,-0.1703334579739599,0.5135135135135135,0.06716322463290017,0.7567567567567568,,
14299,NG017,Imo,NG017,Imo,2020-02-07,2020-02-08,57,57,57,2103880.409266597,355650.7663951419,2308201,20200207,20200208,0.36002907241370796,0.5951188700839131,0.044852057502378986,0.5015110336551765,5547527.0,0.36002907241370796,0.5951188700839131,0.044852057502378986,0.5015110336551765,5547527.0,0.5387774131767987,0.972972972972973,0.5387774131767987,0.972972972972973,,
14300,NG019,Kaduna,NG005,Bauchi,2020-02-07,2020-02-07,4,4,4,2692272.5113693923,1323345.2132893193,61548,20200207,20200207,0.46503701110532975,0.5075057258770135,0.027457263017656792,0.506968163107597,8758047.0,0.48096824368540303,0.4930077633721537,0.026023992942443307,0.5108444763587695,6690134.0,-0.1703334579739599,0.5135135135135135,-0.4833208988736141,0.08108108108108109,,
14301,NG009,Cross River,NG010,Delta,2020-02-07,2020-02-07,1,1,1,577828.3541994974,247093.01215407223,25945,20200207,20200207,0.3831984467942394,0.5834763463285051,0.03332520687725556,0.5092349804775577,3958265.0,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,-0.18777845359495773,0.4864864864864865,0.04986988030496243,0.7297297297297297,,
14302,NG029,Ondo,NG031,Oyo,2020-02-07,2020-02-07,4,4,4,1170468.4699063394,625825.1050146697,89064,20200207,20200207,0.37893516274736494,0.5832181604477588,0.03784667680487627,0.5035690220992856,4673409.0,0.37711239812688285,0.5836282165130016,0.039259385360115584,0.5019705838533485,8470586.0,-0.23320407133660132,0.3783783783783784,-0.019245055859069864,0.6486486486486487,,
14303,NG002,Adamawa,NG015,Federal Capital Territory,2020-02-07,2020-02-07,4,4,4,4806589.171405155,2318565.6970822685,67165,20200207,20200207,0.4474419886826158,0.5186029019248742,0.03395510939250998,0.5068342598449392,4396599.0,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,-0.25839416341831756,0.35135135135135137,0.06716322463290017,0.7567567567567568,,
14304,NG010,Delta,NG033,Rivers,2020-02-07,2020-02-07,1,1,1,2327569.0129289352,187453.0932515588,14420,20200207,20200207,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.3607179556377358,0.6064986277483454,0.03278341661391882,0.5155672987437575,7840763.0,0.04986988030496243,0.7297297297297297,0.1614581709475816,0.8648648648648649,,
14305,NG005,Bauchi,NG005,Bauchi,2020-02-07,2020-02-08,68,68,68,2400524.6129572173,199003.5133688183,2453196,20200207,20200208,0.48096824368540303,0.4930077633721537,0.026023992942443307,0.5108444763587695,6690134.0,0.48096824368540303,0.4930077633721537,0.026023992942443307,0.5108444763587695,6690134.0,-0.4833208988736141,0.08108108108108109,-0.4833208988736141,0.08108108108108109,,
