,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new cases_1,new cases_2
124378,NG035,Taraba,NG035,Taraba,2020-08-18,2020-08-19,33,33,33,213681.77749073476,95479.86044553173,1449442,20200818,20200819,0.4572416308140842,0.515646300036468,0.027112069149447745,0.5130515216955309,3046503.0,0.4572416308140842,0.515646300036468,0.027112069149447745,0.5130515216955309,3046503.0,-0.3693491920970492,0.21621621621621623,-0.3693491920970492,0.21621621621621623,0.0,0.0
124379,NG032,Plateau,NG032,Plateau,2020-08-18,2020-08-19,146,146,146,1446486.2404154933,381981.2266939758,5966122,20200818,20200819,0.44148344424442243,0.5246600953608579,0.033856460394719665,0.49981152163639675,4350632.0,0.44148344424442243,0.5246600953608579,0.033856460394719665,0.49981152163639675,4350632.0,-0.20435074060739566,0.43243243243243246,-0.20435074060739566,0.43243243243243246,21.0,186.0
124380,NG004,Anambra,NG025,Lagos,2020-08-18,2020-08-19,1,1,1,4124847.739047486,2003027.0886070556,60121,20200818,20200819,0.3550563739560004,0.6034760570706295,0.041467568973370096,0.5059823635153309,5936784.0,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.5172892070039768,0.9459459459459459,1.1187153694407612,1.0,4.0,172.0
124381,NG016,Gombe,NG016,Gombe,2020-08-18,2020-08-19,55,55,55,540428.8756653388,262059.47594050903,2491568,20200818,20200819,0.4747655452041227,0.4988770635927775,0.02635739120309983,0.5284934612057086,3392445.0,0.4747655452041227,0.4988770635927775,0.02635739120309983,0.5284934612057086,3392445.0,-0.25910296259332805,0.32432432432432434,-0.25910296259332805,0.32432432432432434,0.0,6.0
124382,NG031,Oyo,NG030,Osun,2020-08-18,2020-08-18,17,17,17,2577497.8940519826,1103654.688144614,354678,20200818,20200818,0.37711239812688285,0.5836282165130016,0.039259385360115584,0.5019705838533485,8470586.0,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,-0.019245055859069864,0.6486486486486487,0.0026606813370417975,0.6756756756756757,13.0,0.0
124383,NG004,Anambra,NG010,Delta,2020-08-18,2020-08-18,17,17,16,652144.3881943664,248021.67608958116,270089,20200818,20200818,0.3550563739560004,0.6034760570706295,0.041467568973370096,0.5059823635153309,5936784.0,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.5172892070039768,0.9459459459459459,0.04986988030496243,0.7297297297297297,4.0,0.0
124384,NG018,Jigawa,NG018,Jigawa,2020-08-18,2020-08-19,19,19,19,834791.0814718285,212426.32651257404,830419,20200818,20200819,0.4759832686855246,0.4966159109599566,0.02740082035451879,0.505479893884154,5921830.0,0.4759832686855246,0.4966159109599566,0.02740082035451879,0.505479893884154,5921830.0,-0.49549208851903037,0.05405405405405406,-0.49549208851903037,0.05405405405405406,0.0,0.0
124385,NG028,Ogun,NG028,Ogun,2020-08-18,2020-08-18,14518,7103,3842,232064560.32563683,41303654.3053397,102952943,20200818,20200818,0.3764942420253995,0.5828607691591555,0.040644988815445024,0.4983858197437503,5854055.0,0.3764942420253995,0.5828607691591555,0.040644988815445024,0.4983858197437503,5854055.0,0.11933543982440241,0.8108108108108109,0.11933543982440241,0.8108108108108109,16.0,16.0
124386,NG033,Rivers,NG015,Federal Capital Territory,2020-08-18,2020-08-18,2,2,2,2706722.777216231,955772.2492941665,24735,20200818,20200818,0.3607179556377358,0.6064986277483454,0.03278341661391882,0.5155672987437575,7840763.0,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.1614581709475816,0.8648648648648649,0.06716322463290017,0.7567567567567568,1.0,45.0
124387,NG015,Federal Capital Territory,NG025,Lagos,2020-08-18,2020-08-18,18,18,18,17528862.480560675,9621035.980147757,139025,20200818,20200818,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.06716322463290017,0.7567567567567568,1.1187153694407612,1.0,45.0,210.0
