,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new cases_1,new cases_2
20043,NG023,Kogi,NG023,Kogi,2020-02-18,2020-02-18,320,169,81,9490611.326366171,1620805.420922832,1941672,20200218,20200218,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,-0.30831429069378413,0.2972972972972973,-0.30831429069378413,0.2972972972972973,,
20044,NG018,Jigawa,NG018,Jigawa,2020-02-18,2020-02-18,201,100,63,9161096.172944035,1700236.7985699417,1772375,20200218,20200218,0.4759832686855246,0.4966159109599566,0.02740082035451879,0.505479893884154,5921830.0,0.4759832686855246,0.4966159109599566,0.02740082035451879,0.505479893884154,5921830.0,-0.49549208851903037,0.05405405405405406,-0.49549208851903037,0.05405405405405406,,
20045,NG008,Borno,NG008,Borno,2020-02-18,2020-02-18,1431,688,435,61952997.19380964,8931047.954300348,10676109,20200218,20200218,0.4656333169168363,0.5077319274989265,0.026634755584237252,0.5216485478678367,6594992.0,0.4656333169168363,0.5077319274989265,0.026634755584237252,0.5216485478678367,6594992.0,-0.21159417396202837,0.40540540540540543,-0.21159417396202837,0.40540540540540543,,
20046,NG015,Federal Capital Territory,NG001,Abia,2020-02-18,2020-02-18,1,1,1,983127.6451025882,435181.71425332816,11121,20200218,20200218,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.3534586567540875,0.5993948920037422,0.0471464512421703,0.5005799209430734,3878977.0,0.06716322463290017,0.7567567567567568,0.40455051037529577,0.918918918918919,,
20047,NG010,Delta,NG010,Delta,2020-02-18,2020-02-19,179,179,179,4883897.693298871,717293.1395631587,6848651,20200218,20200219,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.04986988030496243,0.7297297297297297,0.04986988030496243,0.7297297297297297,,
20048,NG015,Federal Capital Territory,NG026,Nasarawa,2020-02-18,2020-02-18,96,95,87,8835209.615168178,2994040.036094821,880134,20200218,20200218,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,0.06716322463290017,0.7567567567567568,-0.3814972133848704,0.1891891891891892,,
20049,NG007,Benue,NG026,Nasarawa,2020-02-18,2020-02-18,2,2,2,918127.8973537714,339943.3748990309,30057,20200218,20200218,0.4617573940726351,0.5075744703975699,0.030668135529795037,0.5046642022050832,5814928.0,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,-0.36118153353601457,0.24324324324324326,-0.3814972133848704,0.1891891891891892,,
20050,NG033,Rivers,NG001,Abia,2020-02-18,2020-02-18,4,4,4,246008.97540980607,167380.79308890237,36237,20200218,20200218,0.3607179556377358,0.6064986277483454,0.03278341661391882,0.5155672987437575,7840763.0,0.3534586567540875,0.5993948920037422,0.0471464512421703,0.5005799209430734,3878977.0,0.1614581709475816,0.8648648648648649,0.40455051037529577,0.918918918918919,,
20051,NG025,Lagos,NG010,Delta,2020-02-18,2020-02-20,1,1,1,1183521.4950651927,299399.821102378,184394,20200218,20200220,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,1.1187153694407612,1.0,0.04986988030496243,0.7297297297297297,,
20052,NG017,Imo,NG025,Lagos,2020-02-18,2020-02-18,7,7,7,8976115.377336303,3275673.617174256,82861,20200218,20200218,0.36002907241370796,0.5951188700839131,0.044852057502378986,0.5015110336551765,5547527.0,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.5387774131767987,0.972972972972973,1.1187153694407612,1.0,,
