,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new cases_1,new cases_2
44970,NG027,Niger,NG027,Niger,2020-04-20,2020-04-21,72,72,72,592391.6139763893,316945.1223927298,3099422,20200420,20200421,0.471202827926769,0.5035993963032889,0.025197775769942192,0.5093248027202903,5745269.0,0.471202827926769,0.5035993963032889,0.025197775769942192,0.5093248027202903,5745269.0,-0.2021904684270313,0.4594594594594595,-0.2021904684270313,0.4594594594594595,0.0,0.0
44971,NG020,Kano,NG020,Kano,2020-04-20,2020-04-21,297,297,297,2096593.0623672055,1098455.5628035008,12279114,20200420,20200421,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.1241609281772341,0.8378378378378378,0.1241609281772341,0.8378378378378378,23.0,14.0
44972,NG028,Ogun,NG028,Ogun,2020-04-20,2020-04-20,4294,2332,1137,40721826.89496953,10495319.032998055,27429907,20200420,20200420,0.3764942420253995,0.5828607691591555,0.040644988815445024,0.4983858197437503,5854055.0,0.3764942420253995,0.5828607691591555,0.040644988815445024,0.4983858197437503,5854055.0,0.11933543982440241,0.8108108108108109,0.11933543982440241,0.8108108108108109,0.0,0.0
44973,NG013,Ekiti,NG013,Ekiti,2020-04-20,2020-04-20,288,162,62,2018316.226473296,586974.2525262228,1549168,20200420,20200420,0.36629979561099096,0.5964268380769661,0.037273366312043005,0.5043048153321379,3510952.0,0.36629979561099096,0.5964268380769661,0.037273366312043005,0.5043048153321379,3510952.0,-0.12374139344950484,0.5945945945945946,-0.12374139344950484,0.5945945945945946,1.0,1.0
44974,NG014,Enugu,NG014,Enugu,2020-04-20,2020-04-20,299,130,82,5046361.826722305,1125212.772371143,2233016,20200420,20200420,0.3548333037798759,0.5979631440077704,0.04720355221235371,0.48606967776766996,4415727.0,0.3548333037798759,0.5979631440077704,0.04720355221235371,0.48606967776766996,4415727.0,0.11263773985257676,0.7837837837837838,0.11263773985257676,0.7837837837837838,0.0,0.0
44975,NG021,Katsina,NG021,Katsina,2020-04-20,2020-04-20,247,132,105,8313106.178656599,1810854.6130263044,3002098,20200420,20200420,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,0.48655803853244695,0.4881893734794351,0.02525258798811795,0.509826765221673,8050462.0,-0.4045410794272394,0.16216216216216217,-0.4045410794272394,0.16216216216216217,0.0,0.0
44976,NG006,Bayelsa,NG006,Bayelsa,2020-04-20,2020-04-21,7,7,7,44083.18720403316,20766.198577560077,272432,20200420,20200421,0.37835323397591747,0.5884318304151591,0.03321493560892341,0.5125803164505587,2537774.0,0.37835323397591747,0.5884318304151591,0.03321493560892341,0.5125803164505587,2537774.0,-0.10448904236851947,0.6216216216216216,-0.10448904236851947,0.6216216216216216,0.0,0.0
44977,NG002,Adamawa,NG002,Adamawa,2020-04-20,2020-04-21,58,58,58,1027661.9582233288,178396.89654366125,2198932,20200420,20200421,0.4474419886826158,0.5186029019248742,0.03395510939250998,0.5068342598449392,4396599.0,0.4474419886826158,0.5186029019248742,0.03395510939250998,0.5068342598449392,4396599.0,-0.25839416341831756,0.35135135135135137,-0.25839416341831756,0.35135135135135137,0.0,0.0
44978,NG020,Kano,NG020,Kano,2020-04-20,2020-04-20,1167,791,522,12597903.437250402,4141508.472858819,13234527,20200420,20200420,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.1241609281772341,0.8378378378378378,0.1241609281772341,0.8378378378378378,23.0,23.0
44979,NG012,Edo,NG025,Lagos,2020-04-20,2020-04-20,1,1,1,639791.1813916129,266993.91127030243,23356,20200420,20200420,0.3648963025856633,0.5925314188027963,0.04257227861154045,0.5050509097282766,4393070.0,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.048192548470072316,0.7027027027027027,1.1187153694407612,1.0,0.0,0.0
