,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new cases_1,new cases_2
12773,NG015,Federal Capital Territory,NG026,Nasarawa,2020-02-04,2020-02-04,86,83,81,7170729.580991399,2420913.417575259,738961,20200204,20200204,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.458082127493156,0.5146632772780603,0.02725459522878373,0.5071486116542824,2557000.0,0.06716322463290017,0.7567567567567568,-0.3814972133848704,0.1891891891891892,,
12774,NG010,Delta,NG012,Edo,2020-02-04,2020-02-04,6,6,6,1449102.3422702665,648171.5794625413,55195,20200204,20200204,0.37205747147343576,0.5865213978831537,0.041421130643410485,0.5024198117756394,5827726.0,0.3648963025856633,0.5925314188027963,0.04257227861154045,0.5050509097282766,4393070.0,0.04986988030496243,0.7297297297297297,0.048192548470072316,0.7027027027027027,,
12775,NG015,Federal Capital Territory,NG020,Kano,2020-02-04,2020-02-04,16,16,16,16820841.86784195,7395802.020061616,245790,20200204,20200204,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.4727684792901625,0.5011033541407554,0.026128166569082133,0.5280232410357527,13612130.0,0.06716322463290017,0.7567567567567568,0.1241609281772341,0.8378378378378378,,
12776,NG031,Oyo,NG030,Osun,2020-02-04,2020-02-04,10,10,10,1795373.6263083336,724688.6595561678,142752,20200204,20200204,0.37711239812688285,0.5836282165130016,0.039259385360115584,0.5019705838533485,8470586.0,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,-0.019245055859069864,0.6486486486486487,0.0026606813370417975,0.6756756756756757,,
12777,NG030,Osun,NG025,Lagos,2020-02-04,2020-02-04,3,3,3,1117567.061155991,611974.6120012025,64251,20200204,20200204,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.0026606813370417975,0.6756756756756757,1.1187153694407612,1.0,,
12778,NG032,Plateau,NG032,Plateau,2020-02-04,2020-02-05,56,56,56,806798.6382500037,248286.2093434165,2464026,20200204,20200205,0.44148344424442243,0.5246600953608579,0.033856460394719665,0.49981152163639675,4350632.0,0.44148344424442243,0.5246600953608579,0.033856460394719665,0.49981152163639675,4350632.0,-0.20435074060739566,0.43243243243243246,-0.20435074060739566,0.43243243243243246,,
12779,NG031,Oyo,NG030,Osun,2020-02-04,2020-02-05,3,3,3,369545.8824971227,177752.30282220375,109962,20200204,20200205,0.37711239812688285,0.5836282165130016,0.039259385360115584,0.5019705838533485,8470586.0,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,-0.019245055859069864,0.6486486486486487,0.0026606813370417975,0.6756756756756757,,
12780,NG024,Kwara,NG030,Osun,2020-02-04,2020-02-04,3,3,3,476651.0429536882,329100.9192662729,78263,20200204,20200204,0.43856274012514257,0.5300045253998054,0.03143273447505214,0.5069599109955376,3378707.0,0.36641836172583325,0.5944391290481575,0.03914250922600927,0.5059847910635072,4828740.0,-0.15738931235438808,0.5405405405405406,0.0026606813370417975,0.6756756756756757,,
12781,NG015,Federal Capital Territory,NG027,Niger,2020-02-04,2020-02-04,50,50,50,4841769.800199167,1984690.2167452413,575836,20200204,20200204,0.3761808011877354,0.6090082893686061,0.014810909443658583,0.5320270119615359,4834747.0,0.471202827926769,0.5035993963032889,0.025197775769942192,0.5093248027202903,5745269.0,0.06716322463290017,0.7567567567567568,-0.2021904684270313,0.4594594594594595,,
12782,NG025,Lagos,NG023,Kogi,2020-02-04,2020-02-04,1,1,1,2138863.5378181697,315312.39477163315,38406,20200204,20200204,0.3302008890738382,0.6447111961662807,0.025087914759881112,0.5212037107602719,14879754.0,0.45037839661721446,0.5217364067083422,0.02788519667444328,0.506811428561977,4836724.0,1.1187153694407612,1.0,-0.30831429069378413,0.2972972972972973,,
